season,week,team,off_3d_att,off_3d_conv,off_3d_rate,off_3d_sr,off_3d_pass_rate,off_3d_avg_togo,off_3d_epa_per_play,def_3d_att_faced,def_3d_allowed_conv,def_3d_allowed_rate,def_3d_sr_allowed,def_3d_pass_rate_faced,def_3d_avg_togo_faced,def_3d_epa_allowed_per_play,conv_rate,def_3d_epa_per_play
2025,1,NYG,19,4,0.2105263157894736,0.2105263157894736,0.7894736842105263,6.315789473684211,-0.402715664160879,11,4,0.3636363636363636,0.3636363636363636,0.9090909090909092,6.0,-0.3614568195559762,0.2105263157894736,-0.3614568195559762
2025,1,NYJ,14,7,0.5,0.5,0.4285714285714285,5.5,0.3350112016445824,12,5,0.4166666666666667,0.4166666666666667,0.75,7.25,-0.0547152906656265,0.5,-0.0547152906656265
2025,1,PHI,12,8,0.6666666666666666,0.6666666666666666,0.8333333333333334,6.25,0.5686390617241462,12,8,0.6666666666666666,0.6666666666666666,0.75,6.583333333333333,0.6973956376314163,0.6666666666666666,0.6973956376314163
2025,1,PIT,12,5,0.4166666666666667,0.4166666666666667,0.75,7.25,-0.0547152906656265,14,7,0.5,0.5,0.4285714285714285,5.5,0.3350112016445824,0.4166666666666667,0.3350112016445824
2025,1,SEA,11,3,0.2727272727272727,0.2727272727272727,0.6363636363636364,5.545454545454546,-0.5562936568802054,16,8,0.5,0.5,0.5625,6.0,0.461843128898181,0.2727272727272727,0.461843128898181
2025,1,SF,16,8,0.5,0.5,0.5625,6.0,0.461843128898181,11,3,0.2727272727272727,0.2727272727272727,0.6363636363636364,5.545454545454546,-0.5562936568802054,0.5,-0.5562936568802054
2025,1,TB,14,7,0.5,0.5,0.8571428571428571,5.928571428571429,0.3113395380122321,16,6,0.375,0.375,0.875,6.125,-0.3015453852713108,0.5,-0.3015453852713108
2025,1,TEN,14,2,0.1428571428571428,0.1428571428571428,0.8571428571428571,11.5,-0.3823321943304368,17,10,0.5882352941176471,0.5882352941176471,0.6470588235294118,5.647058823529412,0.3680244868292528,0.1428571428571428,0.3680244868292528
2025,1,WAS,11,4,0.3636363636363636,0.3636363636363636,0.9090909090909092,6.0,-0.3614568195559762,19,4,0.2105263157894736,0.2105263157894736,0.7894736842105263,6.315789473684211,-0.402715664160879,0.3636363636363636,-0.402715664160879
2025,2,ARI,11,4,0.3636363636363636,0.3636363636363636,0.6363636363636364,8.363636363636363,-0.1663735861128026,19,7,0.3684210526315789,0.3684210526315789,0.6842105263157895,8.473684210526315,-0.4992260525101109,0.3636363636363636,-0.4992260525101109
2025,2,ATL,16,6,0.375,0.375,0.5625,6.5,0.0256906251888722,12,4,0.3333333333333333,0.3333333333333333,0.6666666666666666,5.583333333333333,-0.4240647107362747,0.375,-0.4240647107362747
2025,2,BAL,12,3,0.25,0.25,0.75,8.333333333333334,-0.2757586413063109,19,7,0.3684210526315789,0.3684210526315789,0.7894736842105263,7.2105263157894735,-0.49883428921825,0.25,-0.49883428921825
2025,2,BUF,16,7,0.4375,0.4375,0.6875,8.375,0.6170277930796146,11,0,0.0,0.0,0.8181818181818182,10.454545454545457,-1.138498455286026,0.4375,-1.138498455286026
2025,2,CAR,19,7,0.3684210526315789,0.3684210526315789,0.6842105263157895,8.473684210526315,-0.4992260525101109,11,4,0.3636363636363636,0.3636363636363636,0.6363636363636364,8.363636363636363,-0.1663735861128026,0.3684210526315789,-0.1663735861128026
2025,2,CHI,14,8,0.5714285714285714,0.5714285714285714,0.6428571428571429,8.928571428571429,0.5739793522017342,10,4,0.4,0.4,0.7,7.5,0.1379139721393585,0.5714285714285714,0.1379139721393585
2025,2,CIN,14,6,0.4285714285714285,0.4285714285714285,0.7857142857142857,8.428571428571429,0.1022117978760174,13,6,0.4615384615384615,0.4615384615384615,0.8461538461538461,6.0,-0.244101983996538,0.4285714285714285,-0.244101983996538
2025,2,CLE,19,7,0.3684210526315789,0.3684210526315789,0.7894736842105263,7.2105263157894735,-0.49883428921825,12,3,0.25,0.25,0.75,8.333333333333334,-0.2757586413063109,0.3684210526315789,-0.2757586413063109
2025,2,DAL,17,7,0.4117647058823529,0.4117647058823529,0.8235294117647058,7.9411764705882355,0.2182170018992003,15,6,0.4,0.4,0.8,8.8,0.2128279387950897,0.4117647058823529,0.2128279387950897
2025,2,DEN,11,5,0.4545454545454545,0.4545454545454545,0.7272727272727273,7.545454545454546,0.0887679999524896,13,6,0.4615384615384615,0.4615384615384615,0.7692307692307693,5.846153846153846,-0.0375303339499693,0.4545454545454545,-0.0375303339499693
2025,2,DET,10,4,0.4,0.4,0.7,7.5,0.1379139721393585,14,8,0.5714285714285714,0.5714285714285714,0.6428571428571429,8.928571428571429,0.5739793522017342,0.4,0.5739793522017342
2025,2,GB,13,5,0.3846153846153846,0.3846153846153846,0.7692307692307693,8.76923076923077,0.0081695444308794,18,6,0.3333333333333333,0.3333333333333333,0.7777777777777778,6.055555555555555,-0.406951367855072,0.3846153846153846,-0.406951367855072
2025,2,HOU,9,2,0.2222222222222222,0.2222222222222222,0.8888888888888888,7.0,-0.9930197265413072,14,6,0.4285714285714285,0.4285714285714285,1.0,6.0,-0.049329682120255,0.2222222222222222,-0.049329682120255
2025,2,IND,13,6,0.4615384615384615,0.4615384615384615,0.7692307692307693,5.846153846153846,-0.0375303339499693,11,5,0.4545454545454545,0.4545454545454545,0.7272727272727273,7.545454545454546,0.0887679999524896,0.4615384615384615,0.0887679999524896
2025,2,JAX,13,6,0.4615384615384615,0.4615384615384615,0.8461538461538461,6.0,-0.244101983996538,14,6,0.4285714285714285,0.4285714285714285,0.7857142857142857,8.428571428571429,0.1022117978760174,0.4615384615384615,0.1022117978760174
2025,2,KC,15,5,0.3333333333333333,0.3333333333333333,0.6,6.333333333333333,-0.4308463061849276,16,5,0.3125,0.3125,0.5,7.625,-0.0961510250344872,0.3333333333333333,-0.0961510250344872
2025,2,LA,11,5,0.4545454545454545,0.4545454545454545,0.9090909090909092,5.0,0.3361011526801369,17,6,0.3529411764705882,0.3529411764705882,0.7058823529411765,8.411764705882353,0.1029737924828248,0.4545454545454545,0.1029737924828248
2025,2,LAC,12,4,0.3333333333333333,0.3333333333333333,0.5833333333333334,5.25,-0.3430025967148443,21,10,0.4761904761904761,0.4761904761904761,0.6666666666666666,5.904761904761905,-0.0075526507127852,0.3333333333333333,-0.0075526507127852
2025,2,LV,21,10,0.4761904761904761,0.4761904761904761,0.6666666666666666,5.904761904761905,-0.0075526507127852,12,4,0.3333333333333333,0.3333333333333333,0.5833333333333334,5.25,-0.3430025967148443,0.4761904761904761,-0.3430025967148443
2025,2,MIA,12,4,0.3333333333333333,0.3333333333333333,0.8333333333333334,7.75,0.1133004391643529,12,7,0.5833333333333334,0.5833333333333334,0.8333333333333334,7.666666666666667,0.91615562637647,0.3333333333333333,0.91615562637647
2025,2,MIN,12,4,0.3333333333333333,0.3333333333333333,0.6666666666666666,5.583333333333333,-0.4240647107362747,16,6,0.375,0.375,0.5625,6.5,0.0256906251888722,0.3333333333333333,0.0256906251888722
2025,2,NE,12,7,0.5833333333333334,0.5833333333333334,0.8333333333333334,7.666666666666667,0.91615562637647,12,4,0.3333333333333333,0.3333333333333333,0.8333333333333334,7.75,0.1133004391643529,0.5833333333333334,0.1133004391643529
2025,2,NO,13,6,0.4615384615384615,0.4615384615384615,0.7692307692307693,7.3076923076923075,0.2906471671393284,17,10,0.5882352941176471,0.5882352941176471,0.7058823529411765,7.764705882352941,0.94479339613634,0.4615384615384615,0.94479339613634
2025,2,NYG,15,6,0.4,0.4,0.8,8.8,0.2128279387950897,17,7,0.4117647058823529,0.4117647058823529,0.8235294117647058,7.9411764705882355,0.2182170018992003,0.4,0.2182170018992003
2025,2,NYJ,11,0,0.0,0.0,0.8181818181818182,10.454545454545457,-1.138498455286026,16,7,0.4375,0.4375,0.6875,8.375,0.6170277930796146,0.0,0.6170277930796146
2025,2,PHI,16,5,0.3125,0.3125,0.5,7.625,-0.0961510250344872,15,5,0.3333333333333333,0.3333333333333333,0.6,6.333333333333333,-0.4308463061849276,0.3125,-0.4308463061849276
2025,2,PIT,17,6,0.3529411764705882,0.3529411764705882,0.7058823529411765,6.941176470588236,-0.5064346325748107,14,6,0.4285714285714285,0.4285714285714285,0.7857142857142857,9.214285714285714,0.7350558010595185,0.3529411764705882,0.7350558010595185
2025,2,SEA,14,6,0.4285714285714285,0.4285714285714285,0.7857142857142857,9.214285714285714,0.7350558010595185,17,6,0.3529411764705882,0.3529411764705882,0.7058823529411765,6.941176470588236,-0.5064346325748107,0.4285714285714285,-0.5064346325748107
2025,2,SF,17,10,0.5882352941176471,0.5882352941176471,0.7058823529411765,7.764705882352941,0.94479339613634,13,6,0.4615384615384615,0.4615384615384615,0.7692307692307693,7.3076923076923075,0.2906471671393284,0.5882352941176471,0.2906471671393284
2025,2,TB,14,6,0.4285714285714285,0.4285714285714285,1.0,6.0,-0.049329682120255,9,2,0.2222222222222222,0.2222222222222222,0.8888888888888888,7.0,-0.9930197265413072,0.4285714285714285,-0.9930197265413072
2025,2,TEN,17,6,0.3529411764705882,0.3529411764705882,0.7058823529411765,8.411764705882353,0.1029737924828248,11,5,0.4545454545454545,0.4545454545454545,0.9090909090909092,5.0,0.3361011526801369,0.3529411764705882,0.3361011526801369
2025,2,WAS,18,6,0.3333333333333333,0.3333333333333333,0.7777777777777778,6.055555555555555,-0.406951367855072,13,5,0.3846153846153846,0.3846153846153846,0.7692307692307693,8.76923076923077,0.0081695444308794,0.3333333333333333,0.0081695444308794
2025,3,BUF,11,6,0.5454545454545454,0.5454545454545454,0.7272727272727273,4.545454545454546,0.2249251820824363,15,10,0.6666666666666666,0.6666666666666666,0.7333333333333333,6.4,0.6677304401993751,0.5454545454545454,0.6677304401993751
2025,3,MIA,15,10,0.6666666666666666,0.6666666666666666,0.7333333333333333,6.4,0.6677304401993751,11,6,0.5454545454545454,0.5454545454545454,0.7272727272727273,4.545454545454546,0.2249251820824363,0.6666666666666666,0.2249251820824363
