season,team,rank_net_epa,net_epa,off_epa_per_play,def_epa_per_play_allowed,net_third_down_sr,third_down_sr_off,third_down_sr_allowed,net_fourth_down_sr,fourth_down_sr_off,fourth_down_sr_allowed,net_early_down_epa,early_down_epa_off,early_down_epa_allowed,net_late_down_epa,late_down_epa_off,late_down_epa_allowed,net_explosive_rate,explosive_rate_off,explosive_rate_allowed,net_red_zone_epa,red_zone_epa_off,red_zone_epa_allowed,pass_rush_delta_off,pass_epa_per_play_off,rush_epa_per_play_off,turnover_epa_net,turnover_epa_off,turnover_epa_forced,field_pos_advantage,avg_start_yardline_100_off,avg_start_yardline_100_faced,plays_off,plays_def,total_yards_off,yards_allowed,off_median_epa,success_rate_off,explosive_plays_off,def_median_epa_allowed,success_rate_allowed,explosive_plays_allowed,pass_epa_per_play_allowed,rush_epa_per_play_allowed
2025,IND,1,0.22429966181516642,0.1685514599084854,-0.055748201906681,0.04444444179534912,0.6000000238418579,0.5555555820465088,0.22857141494750977,0.800000011920929,0.5714285969734192,0.2507730349898338,0.1533544808626175,-0.0974185541272163,0.344270423054695,0.2460943311452865,-0.0981760919094085,0.0,0.0,0.0,-0.0878949873149395,0.0590971745550632,0.1469921618700027,0.0,0.0,0.0,8.903200149536133,-9.645784378051758,-18.54898452758789,3.127513885498047,41.30513000488281,44.43264389038086,399.0,392.0,1908.0,1577.0,0.0675730034708976,0.5277777910232544,0.0,0.0069586737081408,0.5649999976158142,0.0,,
2025,DET,2,0.1857179552316664,0.1283943057060241,-0.0573236495256423,0.030888020992278997,0.4594594538211822,0.4285714328289032,0.0714285671710968,0.5,0.4285714328289032,0.2764336317777633,0.11409692466259,-0.1623367071151733,-0.010318875312805106,0.066074401140213,0.0763932764530181,0.0,0.0,0.0,0.14826413989067083,0.2601940333843231,0.1119298934936523,0.0,0.0,0.0,28.032588005065918,-10.545876502990724,-38.57846450805664,5.613132476806641,44.36868667602539,49.98181915283203,407.0,388.0,1825.0,1494.0,0.0370571389794349,0.5375939607620239,0.0,-0.1916624009609222,0.4633204638957977,0.0,,
2025,HOU,3,0.162177100777626,0.0144510120153427,-0.1477260887622833,0.1672932207584381,0.5357142686843872,0.3684210479259491,0.4476190507411957,0.7142857313156128,0.2666666805744171,0.1158484206534921,0.0053479433991014,-0.1105004772543907,0.3296011798083781,0.0344052426517009,-0.2951959371566772,0.0,0.0,0.0,-0.032556504011154196,-0.0513936877250671,-0.0188371837139129,0.0,0.0,0.0,19.77042579650879,0.0,-19.77042579650879,5.4250450134277415,49.51458740234375,54.93963241577149,384.0,388.0,1572.0,1329.0,-0.1055794507265091,0.5109890103340149,0.0,-0.1598614603281021,0.4149659872055053,0.0,,
2025,SEA,4,0.1166422925889491,0.0853603556752204,-0.0312819369137287,0.2023809850215912,0.6666666865348816,0.4642857015132904,-0.5166666805744171,0.4000000059604645,0.9166666865348816,0.051198524422943606,0.0596884824335575,0.0084899580106139,0.1841752156615257,0.080846332013607,-0.1033288836479187,0.0,0.0,0.0,0.199541000649333,0.1833149790763855,-0.0162260215729475,0.0,0.0,0.0,-5.72910737991333,-10.012314796447754,-4.283207416534424,2.1788253784179688,44.38337707519531,46.56220245361328,381.0,425.0,1792.0,1618.0,0.034639649093151,0.5597826242446899,0.0,-0.0464104786515235,0.5135135054588318,0.0,,
2025,WAS,5,0.10116263944655661,0.1093337759375572,0.0081711364910006,-0.2857142984867096,0.2857142984867096,0.5714285969734192,0.05769228935241699,0.75,0.692307710647583,0.1165749663487076,0.1065655723214149,-0.0100093940272927,-0.0168450502678751,-0.0087105631828308,0.0081344870850443,0.0,0.0,0.0,0.2108493810519575,0.2077702581882476,-0.0030791228637099,0.0,0.0,0.0,5.983916282653809,-10.615365028381348,-16.599281311035156,2.1558151245117188,46.283504486083984,48.4393196105957,395.0,420.0,1749.0,1762.0,0.0238045156002044,0.6000000238418579,0.0,-0.2081899642944336,0.4894736707210541,0.0,,
2025,BUF,6,0.09359542652964589,0.1520636975765228,0.0584682710468769,0.015384614467620905,0.4000000059604645,0.3846153914928436,-0.2478632628917694,0.4444444477558136,0.692307710647583,0.1210378245450556,0.1142575293779373,-0.0067802951671183,0.1355901956558228,0.2905922532081604,0.1550020575523376,0.0,0.0,0.0,0.052900969982147196,0.0983332619071006,0.0454322919249534,0.0,0.0,0.0,-5.200326919555664,-15.640006065368652,-10.439679145812988,0.73431396484375,44.940616607666016,45.674930572509766,431.0,368.0,1979.0,1498.0,0.0,0.5,0.0,0.0,0.5478723645210266,0.0,,
2025,DEN,7,0.09119803830981241,0.0416681766510009,-0.0495298616588115,0.2593051940202713,0.4516128897666931,0.1923076957464218,0.0863095223903656,0.5625,0.4761904776096344,-0.0159589644754304,-0.0143467523157596,0.0016122121596708,0.29851912707090367,0.1195204332470893,-0.1789986938238144,0.0,0.0,0.0,0.4398476481437683,0.258006751537323,-0.1818408966064453,0.0,0.0,0.0,1.439241886138916,-4.522922039031982,-5.962163925170898,4.703521728515625,48.0739860534668,52.77750778198242,426.0,417.0,1778.0,1443.0,-0.0385819673538208,0.5348837375640869,0.0,-0.1164750531315803,0.4352941215038299,0.0,,
2025,GB,8,0.0903282053768634,0.0985534116625785,0.0082252062857151,0.4068627655506134,0.8235294222831726,0.4166666567325592,0.1714285910129547,0.6000000238418579,0.4285714328289032,-0.021427240222692497,0.0293977186083793,0.0508249588310718,0.4210329800844192,0.2907041907310486,-0.1303287893533706,0.0,0.0,0.0,0.1076931804418564,0.2172282487154007,0.1095350682735443,0.0,0.0,0.0,-2.836663246154785,-2.836663246154785,0.0,3.1726646423339844,45.45121765136719,48.62388229370117,335.0,339.0,1389.0,1135.0,0.0,0.5555555820465088,0.0,-0.0486687310039997,0.5765765905380249,0.0,,
2025,JAX,9,0.0730872135609387,0.02957677654922,-0.0435104370117187,-0.10815045237541204,0.4827586114406585,0.5909090638160706,0.0555555522441864,0.5,0.4444444477558136,0.1265359055250882,0.0210232716053724,-0.1055126339197158,0.0239683398976922,0.0274307746440172,0.003462434746325,0.0,0.0,0.0,0.1303779147565363,0.0220613218843936,-0.1083165928721427,0.0,0.0,0.0,20.244611740112305,-9.046968460083008,-29.291580200195312,0.25695037841796875,47.42578887939453,47.6827392578125,422.0,400.0,1713.0,1743.0,-0.0375037528574466,0.5107526779174805,0.0,-0.00650080665946,0.5675675868988037,0.0,,
2025,NE,10,0.0606529746437446,0.0625627413392067,0.0019097666954621,-0.06884056329727173,0.3478260934352875,0.4166666567325592,0.43589745461940765,0.6666666865348816,0.2307692319154739,-0.0787369608879088,-0.0503785088658332,0.0283584520220756,0.4352927058935165,0.2978978455066681,-0.1373948603868484,0.0,0.0,0.0,-0.16979680955410012,0.0485402047634124,0.2183370143175125,0.0,0.0,0.0,6.698169231414795,-4.968625545501709,-11.666794776916504,0.7300758361816406,47.72236633300781,48.45244216918945,396.0,397.0,1685.0,1639.0,-0.0047875754535198,0.5,0.0,0.0,0.5102040767669678,0.0,,
