season,week,team,avg_start_yardline_100_faced,avg_start_yardline_100_off,def_epa_per_play_allowed,def_median_epa_allowed,drive_momentum_3plus,drives__drives_def,drives__drives_off,drives__fg_rate_def,drives__fg_rate_off,drives__hidden_yards_per_drive_def,drives__hidden_yards_per_drive_off,drives__plays_per_drive_def,drives__plays_per_drive_off,drives__ppd_basic_def,drives__ppd_basic_off,drives__ppd_points_def,drives__ppd_points_off,drives__punt_rate_def,drives__punt_rate_off,drives__redzone_drive_rate_def,drives__redzone_drive_rate_off,drives__score_rate_def,drives__score_rate_off,drives__start_own_yardline_avg_def,drives__start_own_yardline_avg_off,drives__start_yardline_100_avg_def,drives__start_yardline_100_avg_off,drives__td_rate_def,drives__td_rate_off,drives__turnover_rate_def,drives__turnover_rate_off,drives__yds_per_drive_def,drives__yds_per_drive_off,drives_total,drives_with_3plus,early_down_epa_allowed,early_down_epa_off,explosive_plays_allowed,explosive_plays_off,explosive_rate_allowed,explosive_rate_off,field_flip_eff,field_pos_advantage,fourth_down_sr_allowed,fourth_down_sr_off,game_rhythm_q4,late_down_epa_allowed,late_down_epa_off,net_early_down_epa,net_epa,net_explosive_rate,net_fourth_down_sr,net_late_down_epa,net_red_zone_epa,net_third_down_sr,neutral_pass_rate,neutral_plays,off_epa_per_play,off_median_epa,pass_epa_per_play_allowed,pass_epa_per_play_off,pass_rush_delta_off,play_call_entropy_neutral,plays_def,plays_off,punts_tracked,rank_net_epa,red_zone_epa_allowed,red_zone_epa_off,rush_epa_per_play_allowed,rush_epa_per_play_off,success_rate_allowed,success_rate_off,third_down_sr_allowed,third_down_sr_off,total_yards_off,turnover_epa_forced,turnover_epa_net,turnover_epa_off,yards_allowed
2025,1,BAL,,,,,,16.0,17.0,0.19,0.12,-2.74,-2.74,6.69,4.18,2.75,2.41,2.75,2.41,0.25,0.18,0.62,0.41,0.5,0.41,44.56,41.82,55.44,58.18,0.31,0.29,0.12,0.06,31.06,25.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,BAL,,,,,,30.0,31.0,0.13,0.13,2.7,2.7,6.63,4.87,2.23,2.42,2.23,2.42,0.34,0.27,0.42,0.46,0.39,0.42,41.03,43.73,58.97,56.27,0.26,0.29,0.13,0.03,27.03,21.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,3,BAL,,,,,,45.0,42.0,0.11,0.12,1.5,1.5,6.35,5.49,2.33,2.55,2.33,2.55,0.29,0.27,0.44,0.49,0.4,0.43,40.6,42.09,59.4,57.91,0.29,0.31,0.09,0.05,27.49,23.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,BAL,,,,,,59.0,53.0,0.13,0.13,-3.1,-3.1,6.34,5.73,2.41,2.37,2.41,2.37,0.24,0.22,0.45,0.43,0.42,0.41,42.4,39.3,57.6,60.7,0.29,0.28,0.07,0.08,27.44,26.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,BAL,,,,,,71.0,65.0,0.16,0.12,-5.01,-5.01,6.49,5.62,2.66,2.06,2.66,2.06,0.21,0.25,0.49,0.38,0.47,0.37,43.05,38.04,56.95,61.96,0.31,0.24,0.05,0.12,28.9,24.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,6,BAL,42.97855758666992,48.1207275390625,0.1205328628420829,0.0300278849899768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0922930240631103,-0.0261786971241235,0.0,0.0,0.0,0.0,,-5.142169952392578,0.5744680762290955,0.5365853905677795,,0.1560841500759124,0.0132977273315191,-0.1184717211872338,-0.11681974469684059,0.0,-0.03788268566131592,-0.1427864227443933,-0.3837277516722679,-0.04188033938407898,,,0.0037131181452423,-0.0019305746536701,,0.0,0.0,,524.0,445.0,,29.0,0.1096912547945976,-0.2740364968776703,,0.0,0.5125240683555603,0.4797297418117523,0.4777777791023254,0.4358974397182464,1855.0,-26.081907272338867,-27.882051467895508,-53.963958740234375,2285.0
