season,week,team,avg_start_yardline_100_faced,avg_start_yardline_100_off,def_adj_speed,def_drives_tracked,def_epa_drive_h1,def_epa_drive_h2,def_epa_per_play_allowed,def_median_epa_allowed,drive_momentum_3plus,drives__drives_def,drives__drives_off,drives__fg_rate_def,drives__fg_rate_off,drives__hidden_yards_per_drive_def,drives__hidden_yards_per_drive_off,drives__plays_per_drive_def,drives__plays_per_drive_off,drives__ppd_basic_def,drives__ppd_basic_off,drives__ppd_points_def,drives__ppd_points_off,drives__punt_rate_def,drives__punt_rate_off,drives__redzone_drive_rate_def,drives__redzone_drive_rate_off,drives__score_rate_def,drives__score_rate_off,drives__start_own_yardline_avg_def,drives__start_own_yardline_avg_off,drives__start_yardline_100_avg_def,drives__start_yardline_100_avg_off,drives__td_rate_def,drives__td_rate_off,drives__turnover_rate_def,drives__turnover_rate_off,drives__yds_per_drive_def,drives__yds_per_drive_off,drives_total,drives_with_3plus,early_down_epa_allowed,early_down_epa_off,exp_to_succ_balance,explosive_plays_allowed,explosive_plays_off,explosive_rate,explosive_rate_allowed,explosive_rate_off,field_flip_eff,field_pos_advantage,fourth_down_sr_allowed,fourth_down_sr_off,game_rhythm_q4,late_down_epa_allowed,late_down_epa_off,neg_epa_recovery_rate,neg_events_tracked,net_early_down_epa,net_epa,net_explosive_rate,net_fourth_down_sr,net_late_down_epa,net_red_zone_epa,net_third_down_sr,neutral_pass_rate,neutral_plays,off_epa_per_play,off_median_epa,off_pens_tracked,pass_epa_per_play_allowed,pass_epa_per_play_off,pass_rush_delta_off,pen_3rd_kill_rate,pen_rz_off_pen_rate,pen_timing_index,play_call_entropy_neutral,plays_def,plays_off,plays_tracked,punts_tracked,qb_dropbacks,qb_volatility_std,rank_net_epa,red_zone_epa_allowed,red_zone_epa_off,run_sustainability_rate,rush_epa_per_play_allowed,rush_epa_per_play_off,rushes_tracked_ybc,rz_denial_rate_def,rz_fg_def,rz_td_def,rz_trips_def,success_rate,success_rate_allowed,success_rate_off,third_down_avg_ytg,third_down_plays,third_down_sr_allowed,third_down_sr_off,total_yards_off,turnover_epa_forced,turnover_epa_net,turnover_epa_off,twomin_epa_play,twomin_plays,twomin_success_rate,yards_allowed
2025,1,PIT,,,,,,,,,,13.0,15.0,0.15,0.13,4.56,4.56,6.15,5.13,2.62,2.27,2.62,2.27,0.15,0.27,0.54,0.33,0.46,0.4,43.31,47.87,56.69,52.13,0.31,0.27,0.08,0.0,30.31,18.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,PIT,,,,,,,,,,29.0,29.0,0.11,0.17,2.49,2.49,5.64,5.28,2.06,1.95,2.06,1.95,0.2,0.28,0.43,0.24,0.36,0.38,39.12,41.61,60.88,58.39,0.25,0.2,0.1,0.07,27.5,18.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,3,PIT,,,,,,,,,,40.0,41.0,0.07,0.12,2.34,2.34,6.27,5.41,1.8,1.89,1.8,1.89,0.16,0.3,0.4,0.27,0.3,0.34,38.57,40.91,61.43,59.09,0.23,0.22,0.25,0.08,29.51,18.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,PIT,,,,,,,,,,52.0,57.0,0.1,0.1,7.91,7.91,6.6,5.14,1.76,1.79,1.76,1.79,0.19,0.27,0.41,0.34,0.31,0.31,35.67,43.59,64.33,56.41,0.21,0.21,0.25,0.06,29.93,18.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,PIT,,,,,,,,,,52.0,57.0,0.1,0.1,7.91,7.91,6.6,5.14,1.76,1.79,1.76,1.79,0.19,0.27,0.41,0.34,0.31,0.31,35.67,43.59,64.33,56.41,0.21,0.21,0.25,0.06,29.93,18.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,6,PIT,,,,,,,,,,83.0,82.0,0.14,0.12,3.0,3.0,6.47,5.43,1.64,1.92,1.64,1.92,0.2,0.23,0.42,0.32,0.31,0.34,38.59,41.59,61.41,58.41,0.17,0.22,0.17,0.07,27.76,22.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
