season,week,home,away,home.fg_drives_off,away.fg_drives_off,home.plays_off,away.plays_off,home.ppd_basic_sum_off,away.ppd_basic_sum_off,home.ppd_true_sum_off,away.ppd_true_sum_off,home.punt_drives_off,away.punt_drives_off,home.rz_drives_off,away.rz_drives_off,home.score_drives_off,away.score_drives_off,home.td_drives_off,away.td_drives_off,home.to_drives_off,away.to_drives_off,home.yds_off,away.yds_off,home.fg_drives_def,away.fg_drives_def,home.plays_def,away.plays_def,home.ppd_basic_sum_def,away.ppd_basic_sum_def,home.ppd_true_sum_def,away.ppd_true_sum_def,home.punt_drives_def,away.punt_drives_def,home.rz_drives_def,away.rz_drives_def,home.score_drives_def,away.score_drives_def,home.td_drives_def,away.td_drives_def,home.to_drives_def,away.to_drives_def,home.yds_def,away.yds_def,home.fg_drives_team,away.fg_drives_team,home.plays_team,away.plays_team,home.pot_per_game_team,away.pot_per_game_team,home.ppd_basic_sum_team,away.ppd_basic_sum_team,home.ppd_true_sum_team,away.ppd_true_sum_team,home.punt_drives_team,away.punt_drives_team,home.rz_drives_team,away.rz_drives_team,home.score_drives_team,away.score_drives_team,home.td_drives_team,away.td_drives_team,home.to_drives_team,away.to_drives_team,home.yds_team,away.yds_team,edge.off_vs_def.fg_drives,edge.off_vs_def.plays,edge.off_vs_def.ppd_basic_sum,edge.off_vs_def.ppd_true_sum,edge.off_vs_def.punt_drives,edge.off_vs_def.rz_drives,edge.off_vs_def.score_drives,edge.off_vs_def.td_drives,edge.off_vs_def.to_drives,edge.off_vs_def.yds,edge.def_vs_off.fg_drives,edge.def_vs_off.plays,edge.def_vs_off.ppd_basic_sum,edge.def_vs_off.ppd_true_sum,edge.def_vs_off.punt_drives,edge.def_vs_off.rz_drives,edge.def_vs_off.score_drives,edge.def_vs_off.td_drives,edge.def_vs_off.to_drives,edge.def_vs_off.yds,edge.team_vs_team.fg_drives,edge.team_vs_team.plays,edge.team_vs_team.pot_per_game,edge.team_vs_team.ppd_basic_sum,edge.team_vs_team.ppd_true_sum,edge.team_vs_team.punt_drives,edge.team_vs_team.rz_drives,edge.team_vs_team.score_drives,edge.team_vs_team.td_drives,edge.team_vs_team.to_drives,edge.team_vs_team.yds
2025,3,MIA,BUF,0.5,1.5,56.5,86.0,6.75,18.5,,,0.75,1.75,0.75,2.75,1.25,3.5,0.75,2.0,1.25,0.25,142.25,225.0,1.5,0.75,73.0,57.0,16.75,12.75,,,0.5,2.5,2.5,1.0,3.25,2.25,1.75,1.5,0.0,0.5,187.75,146.5,,,,,0.0,4.0,,,,,,,,,,,,,,,,,-0.25,-0.5,-6.0,,-1.75,-0.25,-1.0,-0.75,0.75,-4.25,0.0,-13.0,-1.75,,-1.25,-0.25,-0.25,-0.25,,-37.25,,,,,,,,,,,
