game_id,week,team,side,plays,penalties,penalty_yds,pen_per_100_plays,presnap_pen_rate,rz_pen_rate,third_fourth_pen,auto_fd_allowed,dpi_yds
2025_02_DEN_IND,2,IND,def,64,8.0,119.0,12.5,0.03125,0.03125,3.0,4.0,8.0
2025_02_DEN_IND,2,IND,off,78,8.0,106.0,10.256410256410257,0.038461538461538464,0.02564102564102564,1.0,4.0,23.0
2025_02_JAX_CIN,2,JAX,def,73,4.0,44.0,5.47945205479452,0.0136986301369863,0.0136986301369863,1.0,2.0,25.0
2025_02_JAX_CIN,2,JAX,off,76,4.0,15.0,5.2631578947368425,0.039473684210526314,0.0,1.0,1.0,0.0
2025_02_PHI_KC,2,KC,def,72,8.0,33.0,11.11111111111111,0.06944444444444445,0.0,4.0,3.0,0.0
2025_02_PHI_KC,2,KC,off,66,4.0,71.0,6.0606060606060606,0.015151515151515152,0.0,3.0,1.0,0.0
2025_02_LAC_LV,2,LAC,def,75,5.0,36.0,6.666666666666667,0.013333333333333334,0.013333333333333334,3.0,2.0,8.0
2025_02_LAC_LV,2,LAC,off,64,5.0,36.0,7.8125,0.046875,0.03125,2.0,1.0,0.0
2025_02_LA_TEN,2,LAR,def,79,6.0,40.0,7.594936708860759,0.05063291139240506,0.0,2.0,1.0,14.0
2025_02_LA_TEN,2,LAR,off,68,6.0,77.0,8.823529411764707,0.04411764705882353,0.029411764705882353,2.0,2.0,0.0
2025_02_LAC_LV,2,LV,def,64,5.0,36.0,7.8125,0.046875,0.03125,2.0,1.0,0.0
2025_02_LAC_LV,2,LV,off,75,5.0,36.0,6.666666666666667,0.013333333333333334,0.013333333333333334,3.0,2.0,8.0
2025_02_NE_MIA,2,MIA,def,68,9.0,96.0,13.235294117647058,0.07352941176470588,0.0,2.0,1.0,0.0
2025_02_NE_MIA,2,MIA,off,65,8.0,61.0,12.307692307692308,0.09230769230769231,0.015384615384615385,1.0,0.0,0.0
2025_02_ATL_MIN,2,MIN,def,79,7.0,29.0,8.860759493670885,0.06329113924050633,0.0379746835443038,3.0,2.0,0.0
2025_02_ATL_MIN,2,MIN,off,56,4.0,33.0,7.142857142857143,0.05357142857142857,0.017857142857142856,1.0,0.0,0.0
2025_02_NE_MIA,2,NE,def,65,8.0,61.0,12.307692307692308,0.09230769230769231,0.015384615384615385,1.0,0.0,0.0
2025_02_NE_MIA,2,NE,off,68,9.0,96.0,13.235294117647058,0.07352941176470588,0.0,2.0,1.0,0.0
2025_02_SF_NO,2,NO,def,78,6.0,77.0,7.6923076923076925,0.01282051282051282,0.0,4.0,3.0,10.0
2025_02_SF_NO,2,NO,off,76,5.0,33.0,6.578947368421052,0.0,0.0,2.0,3.0,0.0
2025_02_NYG_DAL,2,NYG,def,101,12.0,139.0,11.881188118811881,0.04950495049504951,0.009900990099009901,5.0,6.0,45.0
2025_02_NYG_DAL,2,NYG,off,77,9.0,169.0,11.688311688311689,0.05194805194805195,0.025974025974025976,4.0,1.0,21.0
2025_02_BUF_NYJ,2,NYJ,def,81,8.0,110.0,9.876543209876543,0.0,0.012345679012345678,5.0,4.0,0.0
2025_02_BUF_NYJ,2,NYJ,off,56,2.0,19.0,3.5714285714285716,0.017857142857142856,0.0,0.0,1.0,0.0
2025_02_PHI_KC,2,PHI,def,66,4.0,71.0,6.0606060606060606,0.015151515151515152,0.0,3.0,1.0,0.0
2025_02_PHI_KC,2,PHI,off,72,8.0,33.0,11.11111111111111,0.06944444444444445,0.0,4.0,3.0,0.0
2025_02_SEA_PIT,2,PIT,def,71,1.0,5.0,1.408450704225352,0.014084507042253521,0.0,0.0,0.0,0.0
2025_02_SEA_PIT,2,PIT,off,68,3.0,23.0,4.411764705882353,0.014705882352941176,0.0,2.0,1.0,0.0
2025_02_SEA_PIT,2,SEA,def,68,3.0,23.0,4.411764705882353,0.014705882352941176,0.0,2.0,1.0,0.0
2025_02_SEA_PIT,2,SEA,off,71,1.0,5.0,1.408450704225352,0.014084507042253521,0.0,0.0,0.0,0.0
2025_02_SF_NO,2,SF,def,76,5.0,33.0,6.578947368421052,0.0,0.0,2.0,3.0,0.0
2025_02_SF_NO,2,SF,off,78,6.0,77.0,7.6923076923076925,0.01282051282051282,0.0,4.0,3.0,10.0
2025_02_TB_HOU,2,TB,def,54,3.0,11.0,5.555555555555555,0.0,0.018518518518518517,0.0,2.0,0.0
2025_02_TB_HOU,2,TB,off,88,9.0,69.0,10.227272727272727,0.03409090909090909,0.011363636363636364,0.0,4.0,0.0
2025_02_LA_TEN,2,TEN,def,68,6.0,77.0,8.823529411764707,0.04411764705882353,0.029411764705882353,2.0,2.0,0.0
2025_02_LA_TEN,2,TEN,off,79,6.0,40.0,7.594936708860759,0.05063291139240506,0.0,2.0,1.0,14.0
2025_02_WAS_GB,2,WSH,def,77,8.0,121.0,10.38961038961039,0.025974025974025976,0.012987012987012988,2.0,2.0,0.0
2025_02_WAS_GB,2,WSH,off,77,6.0,73.0,7.792207792207792,0.025974025974025976,0.025974025974025976,4.0,2.0,0.0
2025_03_MIA_BUF,3,BUF,def,65,2.0,26.0,3.076923076923077,0.0,0.015384615384615385,0.0,0.0,0.0
2025_03_MIA_BUF,3,BUF,off,65,5.0,92.0,7.6923076923076925,0.0,0.015384615384615385,1.0,3.0,20.0
2025_03_MIA_BUF,3,MIA,def,65,5.0,92.0,7.6923076923076925,0.0,0.015384615384615385,1.0,3.0,20.0
2025_03_MIA_BUF,3,MIA,off,65,2.0,26.0,3.076923076923077,0.0,0.015384615384615385,0.0,0.0,0.0
