season,week,team,plays_allowed,avg_epa_allowed,median_epa_allowed,success_rate_allowed,explosive_allowed,explosive_rate_allowed,yards_allowed,early_down_epa_allowed,late_down_epa_allowed,third_down_sr_allowed,fourth_down_sr_allowed,red_zone_epa_allowed,pass_epa_per_play_allowed,rush_epa_per_play_allowed,turnover_epa_forced,avg_start_yardline_100_faced
2024,1,ARI,81,0.19135743,0.140261,0.6049382716049383,7,0.08641975308641975,352.0,0.124225534,0.25627822,0.3333333333333333,0.8333333333333334,-0.04062129929661751,0.3664439,0.10599121,6.0446496,38.3
2024,1,ATL,84,-0.040555723,-0.0978084,0.42857142857142855,4,0.047619047619047616,270.0,-0.09198433,0.023290081,0.47368421052631576,0.6,-0.5043798089027405,-0.05409105,-0.12766246,-0.0,44.93976
2024,1,BAL,70,0.12418382,-0.0063460832,0.4714285714285714,9,0.12857142857142856,353.0,0.14791413,0.07495567,0.4,0.8,-0.20578286051750183,0.36948016,-0.04362505,3.7975178,45.289856
2024,1,BUF,76,0.14116283,-0.058564432,0.4473684210526316,6,0.07894736842105263,272.0,-0.13158172,0.4460623,0.6153846153846154,0.6,0.09958609193563461,-0.033852838,0.19172885,4.9271364,41.7027
2024,1,CAR,81,0.19670652,0.0,0.49382716049382713,11,0.13580246913580246,379.0,0.06528444,0.59223765,0.5714285714285714,0.6666666666666666,0.25161972641944885,0.31973964,0.12884727,-0.0,39.5375
2024,1,CHI,83,-0.2782829,-0.26521236,0.39759036144578314,8,0.0963855421686747,244.0,-0.104350604,-0.7726472,0.3333333333333333,0.5555555555555556,0.18891838192939758,-0.5191766,0.07916754,13.335465,55.292683
2024,1,CIN,82,0.07777722,-0.0,0.4878048780487805,8,0.0975609756097561,290.0,-0.038870424,0.30272615,0.4666666666666667,0.8888888888888888,0.0009116104920394719,-0.07877519,0.009399276,-5.490873,46.253166
2024,1,CLE,85,-0.03779791,-0.17892204,0.4117647058823529,7,0.08235294117647059,265.0,-0.04665288,-0.07597177,0.26666666666666666,0.6,0.14848542213439941,-0.19049539,0.004863324,-0.0,51.722893
2024,1,DAL,98,-0.24428348,-0.32462814,0.29591836734693877,5,0.05102040816326531,230.0,-0.31508037,-0.2401829,0.1875,0.5,0.37694212794303894,-0.4532482,0.21500789,9.16972,52.14433
2024,1,DEN,86,-0.047614582,0.0,0.46511627906976744,7,0.08139534883720931,304.0,-0.009314282,-0.18467131,0.38461538461538464,0.5714285714285714,-0.3412218689918518,-0.20498917,0.033520468,4.7991056,56.22619
2024,1,DET,93,0.052882057,-0.0,0.4946236559139785,7,0.07526881720430108,387.0,0.049068816,0.04608728,0.5,0.42857142857142855,-0.22100114822387695,0.088949434,-0.056049295,4.5594654,47.826088
