season,week,team,drives,td_drives,fg_drives,punt_drives,to_drives,yds,plays,rz_drives,start_yardline_100_avg,ppd_basic_sum,ppd_true_sum,score_drives,score_rate,td_rate,fg_rate,turnover_rate,punt_rate,yds_per_drive,plays_per_drive,redzone_drive_rate,ppd_basic,ppd_points,side,start_own_yardline_avg,hidden_yards_per_drive
2024,5,LV,13,3,1,5,3,332.0,85,3,76.77,24,,4,0.31,0.23076923076923078,0.07692307692307693,0.23076923076923078,0.38461538461538464,25.54,6.54,0.23076923076923078,1.8461538461538463,1.85,off,23.23,-20.44
2024,5,MIA,13,1,1,6,0,299.0,81,6,56.77,10,,2,0.15,0.07692307692307693,0.07692307692307693,0.0,0.46153846153846156,23.0,6.23,0.46153846153846156,0.7692307692307693,0.77,def,43.23,-18.08
2024,5,MIA,13,1,3,3,1,372.0,91,3,74.85,16,,4,0.31,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.23076923076923078,28.62,7.0,0.23076923076923078,1.2307692307692308,1.23,off,25.15,-18.08
2024,5,MIN,14,3,1,6,3,254.0,90,3,62.93,24,,4,0.29,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.42857142857142855,18.14,6.43,0.21428571428571427,1.7142857142857142,1.71,def,37.07,-6.95
2024,5,MIN,17,1,3,4,2,253.0,93,2,69.88,16,,4,0.24,0.058823529411764705,0.17647058823529413,0.11764705882352941,0.23529411764705882,14.88,5.47,0.11764705882352941,0.9411764705882353,0.94,off,30.12,-6.95
2024,5,NE,13,1,3,3,1,372.0,91,3,74.85,16,,4,0.31,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.23076923076923078,28.62,7.0,0.23076923076923078,1.2307692307692308,1.23,def,25.15,18.08
2024,5,NE,13,1,1,6,0,299.0,81,6,56.77,10,,2,0.15,0.07692307692307693,0.07692307692307693,0.0,0.46153846153846156,23.0,6.23,0.46153846153846156,0.7692307692307693,0.77,off,43.23,18.08
2024,5,NO,13,2,4,1,1,460.0,98,9,56.46,26,,6,0.46,0.15384615384615385,0.3076923076923077,0.07692307692307693,0.07692307692307693,35.38,7.54,0.6923076923076923,2.0,2.0,def,43.54,-8.62
2024,5,NO,12,2,0,4,1,220.0,69,2,65.08,14,,2,0.17,0.16666666666666666,0.0,0.08333333333333333,0.3333333333333333,18.33,5.75,0.16666666666666666,1.1666666666666667,1.17,off,34.92,-8.62
2024,5,NYG,14,2,2,4,1,333.0,80,2,66.71,20,,4,0.29,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.2857142857142857,23.79,5.71,0.14285714285714285,1.4285714285714286,1.43,def,33.29,2.93
2024,5,NYG,14,3,3,4,1,420.0,87,7,63.79,30,,6,0.43,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.2857142857142857,30.0,6.21,0.5,2.142857142857143,2.14,off,36.21,2.93
2024,5,NYJ,17,1,3,4,2,253.0,93,2,69.88,16,,4,0.24,0.058823529411764705,0.17647058823529413,0.11764705882352941,0.23529411764705882,14.88,5.47,0.11764705882352941,0.9411764705882353,0.94,def,30.12,6.95
2024,5,NYJ,14,3,1,6,3,254.0,90,3,62.93,24,,4,0.29,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.42857142857142855,18.14,6.43,0.21428571428571427,1.7142857142857142,1.71,off,37.07,6.95
2024,5,PIT,13,2,2,1,3,445.0,93,9,57.46,20,,4,0.31,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.07692307692307693,34.23,7.15,0.6923076923076923,1.5384615384615385,1.54,def,42.54,-16.46
2024,5,PIT,12,2,1,5,1,226.0,78,2,73.92,17,,3,0.25,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.4166666666666667,18.83,6.5,0.16666666666666666,1.4166666666666667,1.42,off,26.08,-16.46
2024,5,SEA,14,3,3,4,1,420.0,87,7,63.79,30,,6,0.43,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.2857142857142857,30.0,6.21,0.5,2.142857142857143,2.14,def,36.21,-2.93
2024,5,SEA,14,2,2,4,1,333.0,80,2,66.71,20,,4,0.29,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.2857142857142857,23.79,5.71,0.14285714285714285,1.4285714285714286,1.43,off,33.29,-2.93
2024,5,SF,13,3,3,2,1,360.0,75,5,56.69,30,,6,0.46,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.15384615384615385,27.69,5.77,0.38461538461538464,2.3076923076923075,2.31,def,43.31,-0.39
2024,5,SF,12,1,3,1,3,384.0,77,8,57.08,16,,4,0.33,0.08333333333333333,0.25,0.25,0.08333333333333333,32.0,6.42,0.6666666666666666,1.3333333333333333,1.33,off,42.92,-0.39
2024,5,TB,13,4,3,1,1,550.0,110,5,66.38,37,,7,0.54,0.3076923076923077,0.23076923076923078,0.07692307692307693,0.07692307692307693,42.31,8.46,0.38461538461538464,2.8461538461538463,2.85,def,33.62,8.0
2024,5,TB,13,3,3,2,1,333.0,67,4,58.38,30,,6,0.46,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.15384615384615385,25.62,5.15,0.3076923076923077,2.3076923076923075,2.31,off,41.62,8.0
2024,5,WAS,18,1,2,7,1,212.0,87,4,60.06,13,,3,0.17,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.3888888888888889,11.78,4.83,0.2222222222222222,0.7222222222222222,0.72,def,39.94,-2.37
2024,5,WAS,14,4,2,4,2,434.0,82,8,62.43,34,,6,0.43,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,31.0,5.86,0.5714285714285714,2.4285714285714284,2.43,off,37.57,-2.37
2024,6,ARI,14,4,2,1,1,437.0,92,6,58.93,34,,6,0.43,0.2857142857142857,0.14285714285714285,0.07142857142857142,0.07142857142857142,31.21,6.57,0.42857142857142855,2.4285714285714284,2.43,def,41.07,-1.46
2024,6,ARI,13,1,2,4,3,303.0,75,4,60.38,13,,3,0.23,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.3076923076923077,23.31,5.77,0.3076923076923077,1.0,1.0,off,39.62,-1.46
2024,6,ATL,12,2,2,3,3,335.0,86,4,63.33,20,,4,0.33,0.16666666666666666,0.16666666666666666,0.25,0.25,27.92,7.17,0.3333333333333333,1.6666666666666667,1.67,def,36.67,16.9
2024,6,ATL,16,4,3,1,1,425.0,83,12,46.44,37,,7,0.44,0.25,0.1875,0.0625,0.0625,26.56,5.19,0.75,2.3125,2.31,off,53.56,16.9
2024,6,BAL,12,2,3,3,0,305.0,78,4,55.83,23,,5,0.42,0.16666666666666666,0.25,0.0,0.25,25.42,6.5,0.3333333333333333,1.9166666666666667,1.92,def,44.17,-4.67
2024,6,BAL,14,3,3,1,1,484.0,84,5,60.5,30,,6,0.43,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.07142857142857142,34.57,6.0,0.35714285714285715,2.142857142857143,2.14,off,39.5,-4.67
2024,6,BUF,10,2,2,2,1,393.0,79,5,64.0,20,,4,0.4,0.2,0.2,0.1,0.2,39.3,7.9,0.5,2.0,2.0,def,36.0,-0.62
2024,6,BUF,16,3,1,3,0,359.0,87,6,64.62,24,,4,0.25,0.1875,0.0625,0.0,0.1875,22.44,5.44,0.375,1.5,1.5,off,35.38,-0.62
2024,6,CAR,16,4,3,1,1,425.0,83,12,46.44,37,,7,0.44,0.25,0.1875,0.0625,0.0625,26.56,5.19,0.75,2.3125,2.31,def,53.56,-16.9
2024,6,CAR,12,2,2,3,3,335.0,86,4,63.33,20,,4,0.33,0.16666666666666666,0.16666666666666666,0.25,0.25,27.92,7.17,0.3333333333333333,1.6666666666666667,1.67,off,36.67,-16.9
2024,6,CHI,10,2,1,4,3,278.0,78,3,69.7,17,,3,0.3,0.2,0.1,0.3,0.4,27.8,7.8,0.3,1.7,1.7,def,30.3,11.56
2024,6,CHI,14,5,0,2,1,373.0,80,6,58.14,35,,5,0.36,0.35714285714285715,0.0,0.07142857142857142,0.14285714285714285,26.64,5.71,0.42857142857142855,2.5,2.5,off,41.86,11.56
2024,6,CIN,13,1,0,4,1,309.0,91,2,74.62,7,,1,0.08,0.07692307692307693,0.0,0.07692307692307693,0.3076923076923077,23.77,7.0,0.15384615384615385,0.5384615384615384,0.54,def,25.38,16.12
2024,6,CIN,14,2,1,6,1,304.0,66,3,58.5,17,,3,0.21,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.42857142857142855,21.71,4.71,0.21428571428571427,1.2142857142857142,1.21,off,41.5,16.12
2024,6,CLE,14,3,2,3,0,372.0,80,4,63.57,27,,5,0.36,0.21428571428571427,0.14285714285714285,0.0,0.21428571428571427,26.57,5.71,0.2857142857142857,1.9285714285714286,1.93,def,36.43,-4.1
2024,6,CLE,9,0,3,4,0,244.0,76,3,67.67,9,,3,0.33,0.0,0.3333333333333333,0.0,0.4444444444444444,27.11,8.44,0.3333333333333333,1.0,1.0,off,32.33,-4.1
2024,6,DAL,15,5,4,0,0,492.0,86,9,54.27,47,,9,0.6,0.3333333333333333,0.26666666666666666,0.0,0.0,32.8,5.73,0.6,3.1333333333333333,3.13,def,45.73,-8.23
2024,6,DAL,12,0,3,2,6,251.0,85,3,62.5,9,,3,0.25,0.0,0.25,0.5,0.16666666666666666,20.92,7.08,0.25,0.75,0.75,off,37.5,-8.23
2024,6,DEN,16,2,3,4,1,350.0,96,5,55.75,23,,5,0.31,0.125,0.1875,0.0625,0.25,21.88,6.0,0.3125,1.4375,1.44,def,44.25,-12.89
2024,6,DEN,11,2,1,5,2,316.0,71,2,68.64,17,,3,0.27,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.45454545454545453,28.73,6.45,0.18181818181818182,1.5454545454545454,1.55,off,31.36,-12.89
2024,6,DET,12,0,3,2,6,251.0,85,3,62.5,9,,3,0.25,0.0,0.25,0.5,0.16666666666666666,20.92,7.08,0.25,0.75,0.75,def,37.5,8.23
2024,6,DET,15,5,4,0,0,492.0,86,9,54.27,47,,9,0.6,0.3333333333333333,0.26666666666666666,0.0,0.0,32.8,5.73,0.6,3.1333333333333333,3.13,off,45.73,8.23
2024,6,GB,13,1,2,4,3,303.0,75,4,60.38,13,,3,0.23,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.3076923076923077,23.31,5.77,0.3076923076923077,1.0,1.0,def,39.62,1.46
2024,6,GB,14,4,2,1,1,437.0,92,6,58.93,34,,6,0.43,0.2857142857142857,0.14285714285714285,0.07142857142857142,0.07142857142857142,31.21,6.57,0.42857142857142855,2.4285714285714284,2.43,off,41.07,1.46
2024,6,HOU,14,3,0,6,4,291.0,87,4,73.29,21,,3,0.21,0.21428571428571427,0.0,0.2857142857142857,0.42857142857142855,20.79,6.21,0.2857142857142857,1.5,1.5,def,26.71,14.36
2024,6,HOU,14,5,2,4,1,368.0,84,5,58.93,41,,7,0.5,0.35714285714285715,0.14285714285714285,0.07142857142857142,0.2857142857142857,26.29,6.0,0.35714285714285715,2.9285714285714284,2.93,off,41.07,14.36
2024,6,IND,13,2,1,5,1,241.0,77,3,68.15,17,,3,0.23,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.38461538461538464,18.54,5.92,0.23076923076923078,1.3076923076923077,1.31,def,31.85,-1.85
2024,6,IND,13,2,2,5,2,269.0,84,4,70.0,20,,4,0.31,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.38461538461538464,20.69,6.46,0.3076923076923077,1.5384615384615385,1.54,off,30.0,-1.85
2024,6,JAX,14,5,0,2,1,373.0,80,6,58.14,35,,5,0.36,0.35714285714285715,0.0,0.07142857142857142,0.14285714285714285,26.64,5.71,0.42857142857142855,2.5,2.5,def,41.86,-11.56
2024,6,JAX,10,2,1,4,3,278.0,78,3,69.7,17,,3,0.3,0.2,0.1,0.3,0.4,27.8,7.8,0.3,1.7,1.7,off,30.3,-11.56
2024,6,LAC,11,2,1,5,2,316.0,71,2,68.64,17,,3,0.27,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.45454545454545453,28.73,6.45,0.18181818181818182,1.5454545454545454,1.55,def,31.36,12.89
2024,6,LAC,16,2,3,4,1,350.0,96,5,55.75,23,,5,0.31,0.125,0.1875,0.0625,0.25,21.88,6.0,0.3125,1.4375,1.44,off,44.25,12.89
2024,6,LV,14,3,4,3,1,293.0,84,8,43.14,33,,7,0.5,0.21428571428571427,0.2857142857142857,0.07142857142857142,0.21428571428571427,20.93,6.0,0.5714285714285714,2.357142857142857,2.36,def,56.86,-28.36
2024,6,LV,12,2,0,4,3,275.0,77,3,71.5,14,,2,0.17,0.16666666666666666,0.0,0.25,0.3333333333333333,22.92,6.42,0.25,1.1666666666666667,1.17,off,28.5,-28.36
2024,6,NE,14,5,2,4,1,368.0,84,5,58.93,41,,7,0.5,0.35714285714285715,0.14285714285714285,0.07142857142857142,0.2857142857142857,26.29,6.0,0.35714285714285715,2.9285714285714284,2.93,def,41.07,-14.36
2024,6,NE,14,3,0,6,4,291.0,87,4,73.29,21,,3,0.21,0.21428571428571427,0.0,0.2857142857142857,0.42857142857142855,20.79,6.21,0.2857142857142857,1.5,1.5,off,26.71,-14.36
2024,6,NO,20,7,1,3,3,594.0,97,11,59.45,52,,8,0.4,0.35,0.05,0.15,0.15,29.7,4.85,0.55,2.6,2.6,def,40.55,1.08
2024,6,NO,16,3,2,6,4,303.0,93,5,58.38,27,,5,0.31,0.1875,0.125,0.25,0.375,18.94,5.81,0.3125,1.6875,1.69,off,41.62,1.08
2024,6,NYG,14,2,1,6,1,304.0,66,3,58.5,17,,3,0.21,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.42857142857142855,21.71,4.71,0.21428571428571427,1.2142857142857142,1.21,def,41.5,-16.12
2024,6,NYG,13,1,0,4,1,309.0,91,2,74.62,7,,1,0.08,0.07692307692307693,0.0,0.07692307692307693,0.3076923076923077,23.77,7.0,0.15384615384615385,0.5384615384615384,0.54,off,25.38,-16.12
2024,6,NYJ,16,3,1,3,0,359.0,87,6,64.62,24,,4,0.25,0.1875,0.0625,0.0,0.1875,22.44,5.44,0.375,1.5,1.5,def,35.38,0.62
2024,6,NYJ,10,2,2,2,1,393.0,79,5,64.0,20,,4,0.4,0.2,0.2,0.1,0.2,39.3,7.9,0.5,2.0,2.0,off,36.0,0.62
2024,6,PHI,9,0,3,4,0,244.0,76,3,67.67,9,,3,0.33,0.0,0.3333333333333333,0.0,0.4444444444444444,27.11,8.44,0.3333333333333333,1.0,1.0,def,32.33,4.1
2024,6,PHI,14,3,2,3,0,372.0,80,4,63.57,27,,5,0.36,0.21428571428571427,0.14285714285714285,0.0,0.21428571428571427,26.57,5.71,0.2857142857142857,1.9285714285714286,1.93,off,36.43,4.1
2024,6,PIT,12,2,0,4,3,275.0,77,3,71.5,14,,2,0.17,0.16666666666666666,0.0,0.25,0.3333333333333333,22.92,6.42,0.25,1.1666666666666667,1.17,def,28.5,28.36
2024,6,PIT,14,3,4,3,1,293.0,84,8,43.14,33,,7,0.5,0.21428571428571427,0.2857142857142857,0.07142857142857142,0.21428571428571427,20.93,6.0,0.5714285714285714,2.357142857142857,2.36,off,56.86,28.36
2024,6,SEA,15,4,3,4,0,483.0,83,8,59.4,37,,7,0.47,0.26666666666666666,0.2,0.0,0.26666666666666666,32.2,5.53,0.5333333333333333,2.466666666666667,2.47,def,40.6,2.27
2024,6,SEA,16,3,1,4,3,358.0,97,4,57.12,24,,4,0.25,0.1875,0.0625,0.1875,0.25,22.38,6.06,0.25,1.5,1.5,off,42.88,2.27
2024,6,SF,16,3,1,4,3,358.0,97,4,57.12,24,,4,0.25,0.1875,0.0625,0.1875,0.25,22.38,6.06,0.25,1.5,1.5,def,42.88,-2.27
2024,6,SF,15,4,3,4,0,483.0,83,8,59.4,37,,7,0.47,0.26666666666666666,0.2,0.0,0.26666666666666666,32.2,5.53,0.5333333333333333,2.466666666666667,2.47,off,40.6,-2.27
2024,6,TB,16,3,2,6,4,303.0,93,5,58.38,27,,5,0.31,0.1875,0.125,0.25,0.375,18.94,5.81,0.3125,1.6875,1.69,def,41.62,-1.08
2024,6,TB,20,7,1,3,3,594.0,97,11,59.45,52,,8,0.4,0.35,0.05,0.15,0.15,29.7,4.85,0.55,2.6,2.6,off,40.55,-1.08
2024,6,TEN,13,2,2,5,2,269.0,84,4,70.0,20,,4,0.31,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.38461538461538464,20.69,6.46,0.3076923076923077,1.5384615384615385,1.54,def,30.0,1.85
2024,6,TEN,13,2,1,5,1,241.0,77,3,68.15,17,,3,0.23,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.38461538461538464,18.54,5.92,0.23076923076923078,1.3076923076923077,1.31,off,31.85,1.85
2024,6,WAS,14,3,3,1,1,484.0,84,5,60.5,30,,6,0.43,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.07142857142857142,34.57,6.0,0.35714285714285715,2.142857142857143,2.14,def,39.5,4.67
2024,6,WAS,12,2,3,3,0,305.0,78,4,55.83,23,,5,0.42,0.16666666666666666,0.25,0.0,0.25,25.42,6.5,0.3333333333333333,1.9166666666666667,1.92,off,44.17,4.67
2024,7,ARI,11,0,5,2,1,395.0,78,2,64.64,15,,5,0.45,0.0,0.45454545454545453,0.09090909090909091,0.18181818181818182,35.91,7.09,0.18181818181818182,1.3636363636363635,1.36,def,35.36,7.48
2024,7,ARI,14,2,1,4,1,326.0,74,6,57.15,17,,3,0.21,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.2857142857142857,23.29,5.29,0.42857142857142855,1.2142857142857142,1.21,off,42.85,7.48
2024,7,ATL,11,3,2,4,0,339.0,77,5,58.82,27,,5,0.45,0.2727272727272727,0.18181818181818182,0.0,0.36363636363636365,30.82,7.0,0.45454545454545453,2.4545454545454546,2.45,def,41.18,-17.18
2024,7,ATL,12,3,0,3,3,369.0,93,2,76.0,21,,3,0.25,0.25,0.0,0.25,0.25,30.75,7.75,0.16666666666666666,1.75,1.75,off,24.0,-17.18
2024,7,BAL,13,4,1,2,2,483.0,100,6,64.62,31,,5,0.38,0.3076923076923077,0.07692307692307693,0.15384615384615385,0.15384615384615385,37.15,7.69,0.46153846153846156,2.3846153846153846,2.38,def,35.38,11.12
2024,7,BAL,16,5,2,2,1,508.0,76,8,53.5,41,,7,0.44,0.3125,0.125,0.0625,0.125,31.75,4.75,0.5,2.5625,2.56,off,46.5,11.12
2024,7,BUF,15,1,1,5,2,289.0,92,3,70.8,10,,2,0.13,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.3333333333333333,19.27,6.13,0.2,0.6666666666666666,0.67,def,29.2,5.16
2024,7,BUF,11,4,2,5,0,389.0,71,6,65.64,34,,6,0.55,0.36363636363636365,0.18181818181818182,0.0,0.45454545454545453,35.36,6.45,0.5454545454545454,3.090909090909091,3.09,off,34.36,5.16
2024,7,CAR,11,3,4,1,0,421.0,85,7,58.91,33,,7,0.64,0.2727272727272727,0.36363636363636365,0.0,0.09090909090909091,38.27,7.73,0.6363636363636364,3.0,3.0,def,41.09,-15.89
2024,7,CAR,10,2,0,5,2,180.0,62,1,74.8,14,,2,0.2,0.2,0.0,0.2,0.5,18.0,6.2,0.1,1.4,1.4,off,25.2,-15.89
2024,7,CIN,18,2,0,7,2,338.0,98,4,62.11,14,,2,0.11,0.1111111111111111,0.0,0.1111111111111111,0.3888888888888889,18.78,5.44,0.2222222222222222,0.7777777777777778,0.78,def,37.89,4.26
2024,7,CIN,20,3,0,8,0,223.0,74,3,57.85,21,,3,0.15,0.15,0.0,0.0,0.4,11.15,3.7,0.15,1.05,1.05,off,42.15,4.26
2024,7,CLE,20,3,0,8,0,223.0,74,3,57.85,21,,3,0.15,0.15,0.0,0.0,0.4,11.15,3.7,0.15,1.05,1.05,def,42.15,-4.26
2024,7,CLE,18,2,0,7,2,338.0,98,4,62.11,14,,2,0.11,0.1111111111111111,0.0,0.1111111111111111,0.3888888888888889,18.78,5.44,0.2222222222222222,0.7777777777777778,0.78,off,37.89,-4.26
2024,7,DEN,18,2,1,6,3,271.0,88,3,59.0,17,,3,0.17,0.1111111111111111,0.05555555555555555,0.16666666666666666,0.3333333333333333,15.06,4.89,0.16666666666666666,0.9444444444444444,0.94,def,41.0,-0.93
2024,7,DEN,14,2,4,3,1,389.0,82,5,59.93,26,,6,0.43,0.14285714285714285,0.2857142857142857,0.07142857142857142,0.21428571428571427,27.79,5.86,0.35714285714285715,1.8571428571428572,1.86,off,40.07,-0.93
2024,7,DET,13,2,3,3,2,383.0,77,3,66.46,23,,5,0.38,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.23076923076923078,29.46,5.92,0.23076923076923078,1.7692307692307692,1.77,def,33.54,8.13
2024,7,DET,18,5,1,4,1,391.0,78,5,58.33,38,,6,0.33,0.2777777777777778,0.05555555555555555,0.05555555555555555,0.2222222222222222,21.72,4.33,0.2777777777777778,2.111111111111111,2.11,off,41.67,8.13
2024,7,GB,15,2,3,6,0,197.0,79,8,49.0,23,,5,0.33,0.13333333333333333,0.2,0.0,0.4,13.13,5.27,0.5333333333333333,1.5333333333333334,1.53,def,51.0,-28.73
2024,7,GB,12,3,1,5,2,277.0,76,3,77.73,24,,4,0.33,0.25,0.08333333333333333,0.16666666666666666,0.4166666666666667,23.08,6.33,0.25,2.0,2.0,off,22.27,-28.73
2024,7,HOU,12,3,1,5,2,277.0,76,3,77.73,24,,4,0.33,0.25,0.08333333333333333,0.16666666666666666,0.4166666666666667,23.08,6.33,0.25,2.0,2.0,def,22.27,28.73
2024,7,HOU,15,2,3,6,0,197.0,79,8,49.0,23,,5,0.33,0.13333333333333333,0.2,0.0,0.4,13.13,5.27,0.5333333333333333,1.5333333333333334,1.53,off,51.0,28.73
2024,7,IND,16,1,1,6,2,337.0,85,5,59.44,10,,2,0.12,0.0625,0.0625,0.125,0.375,21.06,5.31,0.3125,0.625,0.62,def,40.56,-6.96
2024,7,IND,15,1,3,7,2,284.0,81,4,66.4,16,,4,0.27,0.06666666666666667,0.2,0.13333333333333333,0.4666666666666667,18.93,5.4,0.26666666666666666,1.0666666666666667,1.07,off,33.6,-6.96
2024,7,JAX,9,3,1,4,0,295.0,78,2,76.11,24,,4,0.44,0.3333333333333333,0.1111111111111111,0.0,0.4444444444444444,32.78,8.67,0.2222222222222222,2.6666666666666665,2.67,def,23.89,25.19
2024,7,JAX,13,3,1,2,0,366.0,73,8,50.92,24,,4,0.31,0.23076923076923078,0.07692307692307693,0.0,0.15384615384615385,28.15,5.62,0.6153846153846154,1.8461538461538463,1.85,off,49.08,25.19
2024,7,KC,15,2,2,4,3,310.0,75,6,51.13,20,,4,0.27,0.13333333333333333,0.13333333333333333,0.2,0.26666666666666666,20.67,5.0,0.4,1.3333333333333333,1.33,def,48.87,-7.51
2024,7,KC,14,4,0,3,2,329.0,85,6,58.64,28,,4,0.29,0.2857142857142857,0.0,0.14285714285714285,0.21428571428571427,23.5,6.07,0.42857142857142855,2.0,2.0,off,41.36,-7.51
2024,7,LA,18,1,5,4,4,317.0,97,4,61.11,22,,6,0.33,0.05555555555555555,0.2777777777777778,0.2222222222222222,0.2222222222222222,17.61,5.39,0.2222222222222222,1.2222222222222223,1.22,def,38.89,2.05
2024,7,LA,16,2,0,6,1,259.0,72,4,59.06,14,,2,0.12,0.125,0.0,0.0625,0.375,16.19,4.5,0.25,0.875,0.88,off,40.94,2.05
2024,7,LAC,14,2,1,4,1,326.0,74,6,57.15,17,,3,0.21,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.2857142857142857,23.29,5.29,0.42857142857142855,1.2142857142857142,1.21,def,42.85,-7.48
2024,7,LAC,11,0,5,2,1,395.0,78,2,64.64,15,,5,0.45,0.0,0.45454545454545453,0.09090909090909091,0.18181818181818182,35.91,7.09,0.18181818181818182,1.3636363636363635,1.36,off,35.36,-7.48
2024,7,LV,16,2,0,6,1,259.0,72,4,59.06,14,,2,0.12,0.125,0.0,0.0625,0.375,16.19,4.5,0.25,0.875,0.88,def,40.94,-2.05
2024,7,LV,18,1,5,4,4,317.0,97,4,61.11,22,,6,0.33,0.05555555555555555,0.2777777777777778,0.2222222222222222,0.2222222222222222,17.61,5.39,0.2222222222222222,1.2222222222222223,1.22,off,38.89,-2.05
2024,7,MIA,15,1,3,7,2,284.0,81,4,66.4,16,,4,0.27,0.06666666666666667,0.2,0.13333333333333333,0.4666666666666667,18.93,5.4,0.26666666666666666,1.0666666666666667,1.07,def,33.6,6.96
2024,7,MIA,16,1,1,6,2,337.0,85,5,59.44,10,,2,0.12,0.0625,0.0625,0.125,0.375,21.06,5.31,0.3125,0.625,0.62,off,40.56,6.96
2024,7,MIN,18,5,1,4,1,391.0,78,5,58.33,38,,6,0.33,0.2777777777777778,0.05555555555555555,0.05555555555555555,0.2222222222222222,21.72,4.33,0.2777777777777778,2.111111111111111,2.11,def,41.67,-8.13
2024,7,MIN,13,2,3,3,2,383.0,77,3,66.46,23,,5,0.38,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.23076923076923078,29.46,5.92,0.23076923076923078,1.7692307692307692,1.77,off,33.54,-8.13
2024,7,NE,13,3,1,2,0,366.0,73,8,50.92,24,,4,0.31,0.23076923076923078,0.07692307692307693,0.0,0.15384615384615385,28.15,5.62,0.6153846153846154,1.8461538461538463,1.85,def,49.08,-25.19
2024,7,NE,9,3,1,4,0,295.0,78,2,76.11,24,,4,0.44,0.3333333333333333,0.1111111111111111,0.0,0.4444444444444444,32.78,8.67,0.2222222222222222,2.6666666666666665,2.67,off,23.89,-25.19
2024,7,NO,14,2,4,3,1,389.0,82,5,59.93,26,,6,0.43,0.14285714285714285,0.2857142857142857,0.07142857142857142,0.21428571428571427,27.79,5.86,0.35714285714285715,1.8571428571428572,1.86,def,40.07,0.93
2024,7,NO,18,2,1,6,3,271.0,88,3,59.0,17,,3,0.17,0.1111111111111111,0.05555555555555555,0.16666666666666666,0.3333333333333333,15.06,4.89,0.16666666666666666,0.9444444444444444,0.94,off,41.0,0.93
2024,7,NYG,17,4,0,8,0,339.0,83,5,72.59,28,,4,0.24,0.23529411764705882,0.0,0.0,0.47058823529411764,19.94,4.88,0.29411764705882354,1.6470588235294117,1.65,def,27.41,11.34
2024,7,NYG,16,0,1,11,1,119.0,79,3,61.25,3,,1,0.06,0.0,0.0625,0.0625,0.6875,7.44,4.94,0.1875,0.1875,0.19,off,38.75,11.34
2024,7,NYJ,15,4,3,4,0,409.0,84,8,49.93,37,,7,0.47,0.26666666666666666,0.2,0.0,0.26666666666666666,27.27,5.6,0.5333333333333333,2.466666666666667,2.47,def,50.07,-17.92
2024,7,NYJ,14,2,0,4,2,325.0,76,5,67.86,14,,2,0.14,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,23.21,5.43,0.35714285714285715,1.0,1.0,off,32.14,-17.92
2024,7,PHI,16,0,1,11,1,119.0,79,3,61.25,3,,1,0.06,0.0,0.0625,0.0625,0.6875,7.44,4.94,0.1875,0.1875,0.19,def,38.75,-11.34
2024,7,PHI,17,4,0,8,0,339.0,83,5,72.59,28,,4,0.24,0.23529411764705882,0.0,0.0,0.47058823529411764,19.94,4.88,0.29411764705882354,1.6470588235294117,1.65,off,27.41,-11.34
2024,7,PIT,14,2,0,4,2,325.0,76,5,67.86,14,,2,0.14,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,23.21,5.43,0.35714285714285715,1.0,1.0,def,32.14,17.92
2024,7,PIT,15,4,3,4,0,409.0,84,8,49.93,37,,7,0.47,0.26666666666666666,0.2,0.0,0.26666666666666666,27.27,5.6,0.5333333333333333,2.466666666666667,2.47,off,50.07,17.92
2024,7,SEA,12,3,0,3,3,369.0,93,2,76.0,21,,3,0.25,0.25,0.0,0.25,0.25,30.75,7.75,0.16666666666666666,1.75,1.75,def,24.0,17.18
