season,week,team,plays_off,off_epa_per_play,off_median_epa,success_rate_off,explosive_plays_off,explosive_rate_off,total_yards_off,early_down_epa_off,late_down_epa_off,third_down_sr_off,fourth_down_sr_off,red_zone_epa_off,pass_epa_per_play_off,rush_epa_per_play_off,turnover_epa_off,avg_start_yardline_100_off,plays_def,def_epa_per_play_allowed,def_median_epa_allowed,success_rate_allowed,explosive_plays_allowed,explosive_rate_allowed,yards_allowed,early_down_epa_allowed,late_down_epa_allowed,third_down_sr_allowed,fourth_down_sr_allowed,red_zone_epa_allowed,pass_epa_per_play_allowed,rush_epa_per_play_allowed,turnover_epa_forced,avg_start_yardline_100_faced,net_epa,net_early_down_epa,net_late_down_epa,net_third_down_sr,net_fourth_down_sr,net_explosive_rate,net_red_zone_epa,pass_rush_delta_off,field_pos_advantage,turnover_epa_net,net_epa_roll3,net_epa_delta3,off_epa_per_play_roll3,off_epa_per_play_delta3,def_epa_per_play_allowed_roll3,def_epa_per_play_allowed_delta3,momentum_3w
2025,1,ARI,81.0,0.0160250272601842,-0.2450295537710189,0.4444444477558136,0.0,0.0,276.0,-0.0076341973617672,0.0511967800557613,0.4666666686534881,0.4285714328289032,0.2494425624608993,0.0,0.0,0.0,47.95061874389648,96.0,-0.0909473225474357,-0.1272995322942733,0.4210526347160339,0.0,0.0,315.0,0.028608851134777,-0.3855884373188019,0.3333333432674408,0.6000000238418579,-0.498810201883316,0.0,0.0,0.0,46.0107536315918,0.10697234980761991,-0.0362430484965442,0.43678521737456316,0.1333333253860473,-0.1714285910129547,0.0,0.7482527643442153,0.0,-1.9398651123046804,0.0,0.10697234980761991,,0.0160250272601842,,-0.0909473225474357,,0.0
2025,2,ARI,70.0,0.0413572937250137,0.0,0.4637681245803833,0.0,0.0,293.0,0.0980418771505355,0.1787835657596588,0.5454545617103577,1.0,-0.1786421537399292,0.0,0.0,-4.885853290557861,44.417911529541016,99.0,-0.0059643243439495,-0.1968843191862106,0.4545454680919647,0.0,0.0,352.0,0.0291032660752534,-1.5367355445050634e-05,0.4736842215061188,0.5555555820465088,0.1251604557037353,0.0,0.0,-10.921934127807615,43.64646530151367,0.0473216180689632,0.0689386110752821,0.17879893311510386,0.07177034020423889,0.4444444179534912,0.0,-0.3038026094436645,0.0,-0.7714462280273438,6.036080837249754,0.07714698393829156,,0.028691160492598948,,-0.0484558234456926,,0.0
2025,3,ARI,84.0,-0.0027177098672837,-0.1886418610811233,0.4285714328289032,0.0,0.0,260.0,0.0253979004919528,-0.151348203420639,0.3333333432674408,0.6000000238418579,-0.0173895563930273,0.0,0.0,0.5803671479225159,51.67469787597656,78.0,-0.0223657488822937,0.0661239847540855,0.5584415793418884,0.0,0.0,355.0,0.0538017153739929,-0.3549570441246032,0.2727272808551788,0.7142857313156128,-0.1760407239198684,0.0,0.0,-4.171996116638184,45.06578826904297,0.01964803901501,-0.0284038148820401,0.2036088407039642,0.06060606241226202,-0.11428570747375488,0.0,0.1586511675268411,0.0,-6.608909606933594,4.7523632645606995,0.05798066896386437,,0.018221537039304733,,-0.03975913192455963,,0.0
2025,4,ARI,84.0,-0.0059085604734718,-0.1503467261791229,0.45783132314682,0.0,0.0,253.0,-0.0416268035769462,0.0377192199230194,0.375,0.875,0.1221615970134735,0.0,0.0,-4.283207416534424,46.9756088256836,82.0,0.0606251806020736,-0.162616416811943,0.4634146392345428,0.0,0.0,384.0,0.0713495835661888,0.0074472087435424,0.6428571343421936,0.4285714328289032,0.1536058187484741,0.0,0.0,-0.7419763207435608,45.69135665893555,-0.0665337410755454,-0.112976387143135,0.030272011179477004,-0.2678571343421936,0.4464285671710968,0.0,-0.031444221735000596,0.0,-1.284252166748054,-3.541231095790863,0.00014530533614259822,-0.17350609088316532,0.010910341128086068,-0.021933587733656,0.010765035791943467,0.15157250314950932,-0.13232292693573958
2025,5,ARI,88.0,-0.0634532272815704,-0.1384857594966888,0.3908045887947082,0.0,0.0,360.0,-0.0422538891434669,-0.1694082468748092,0.4444444477558136,0.375,-0.0596468262374401,0.0,0.0,-6.476373672485352,54.488372802734375,82.0,-0.025630909949541,-0.1380488872528076,0.4512194991111755,0.0,0.0,327.0,-0.0386209674179554,-0.0518032722175121,0.4000000059604645,0.4444444477558136,0.2780089080333709,0.0,0.0,-2.6679441928863525,51.50617218017578,-0.037822317332029405,-0.0036329217255115023,-0.1176049746572971,0.04444444179534912,-0.0694444477558136,0.0,-0.337655734270811,0.0,-2.9822006225585938,-3.808429479598999,-0.02823600646418827,-0.0851439354009926,-0.02402649920744197,-0.10481052100658411,0.004209507256746299,-0.0196665856055915,-0.07433900365140286
2025,6,ARI,90.0,0.1173949912190437,0.0454986169934272,0.5111111402511597,0.0,0.0,400.0,0.013301552273333,0.3639334142208099,0.6666666865348816,0.6000000238418579,-0.3452661633491516,0.0,0.0,-5.4637603759765625,41.191009521484375,76.0,0.1665656268596649,0.068571351468563,0.5733333230018616,0.0,0.0,355.0,0.1502331048250198,0.1904098242521286,0.5,0.4000000059604645,0.3771809935569763,0.0,0.0,-6.087429523468018,45.10810852050781,-0.049170635640621185,-0.13693155255168682,0.17352358996868128,0.1666666865348816,0.20000001788139343,0.0,-0.7224471569061279,0.0,3.9170989990234375,0.6236691474914551,-0.051175564682731996,-0.06881867465563118,0.016011067821333835,0.1201127010863274,0.06718663250406583,0.1889313757419586,-0.03960273588309064
2025,1,ATL,91.0,0.0108816232532262,-0.0293267220258712,0.4725274741649627,0.0,0.0,358.0,0.0242099836468696,-0.0557022169232368,0.375,0.6000000238418579,-0.0085642635822296,0.0,0.0,-1.2723311185836792,45.26373672485352,75.0,0.0760879516601562,-0.0823965296149253,0.4189189076423645,0.0,0.0,260.0,0.0288318619132041,0.1673208028078079,0.5,0.5714285969734192,0.1525374352931976,0.0,0.0,0.0,50.94444274902344,-0.06520632840693,-0.004621878266334499,-0.22302301973104469,-0.125,0.02857142686843872,0.0,-0.1611016988754272,0.0,5.680706024169915,-1.2723311185836792,-0.06520632840693,,0.0108816232532262,,0.0760879516601562,,0.0
2025,2,ATL,83.0,0.0119476430118083,-0.0297677442431449,0.4756097495555877,0.0,0.0,326.0,-0.1137847825884819,0.2553390860557556,0.4375,0.800000011920929,-0.151408776640892,0.0,0.0,-2.630368709564209,45.18292617797852,65.0,-0.3688922822475433,-0.3256580829620361,0.3846153914928436,0.0,0.0,198.0,-0.4399548470973968,-0.3470085263252258,0.3333333432674408,0.4285714328289032,-0.2876726984977722,0.0,0.0,-18.684568405151367,54.761905670166016,0.38083992525935156,0.3261700645089149,0.6023476123809814,0.1041666567325592,0.37142857909202576,0.0,0.13626392185688022,0.0,9.578979492187493,16.054199695587158,0.15781679842621077,,0.011414633132517251,,-0.14640216529369354,,0.0
2025,3,ATL,80.0,-0.3787774443626404,-0.2955373525619507,0.3375000059604645,0.0,0.0,332.0,-0.1967279762029647,-0.800759494304657,0.2857142984867096,0.125,0.0,0.0,0.0,-9.105567932128906,57.9620246887207,73.0,0.0672119483351707,0.0329408049583435,0.5277777910232544,0.0,0.0,224.0,-0.0221716165542602,0.209834337234497,0.3333333432674408,0.8888888955116272,0.1342676877975464,0.0,0.0,0.0,38.87323760986328,-0.44598939269781107,-0.1745563596487045,-1.010593831539154,-0.0476190447807312,-0.7638888955116272,0.0,-0.1342676877975464,0.0,-19.088787078857422,-9.105567932128906,-0.04345193194846316,,-0.11864939269920195,,-0.0751974607507388,,0.0
2025,4,ATL,84.0,0.2091764956712722,0.0664422363042831,0.5421686768531799,0.0,0.0,435.0,0.1576387584209442,0.3658888936042785,0.5,0.8333333134651184,0.1907021105289459,0.0,0.0,-8.546196937561035,42.83132553100586,74.0,0.1680928170680999,0.1451582312583923,0.5405405163764954,0.0,0.0,296.0,0.0450255274772644,0.3442816138267517,0.2222222238779068,0.8571428656578064,0.4242679476737976,0.0,0.0,-4.520242691040039,44.98611068725586,0.0410836786031723,0.11261323094367981,0.0216072797775268,0.2777777761220932,-0.02380955219268799,0.0,-0.2335658371448517,0.0,2.15478515625,-4.025954246520996,-0.008021929611762393,0.1062900070101023,-0.05255110189318663,0.198294872418046,-0.04452917228142422,0.0920048654079437,0.09954699249938131
