season,week,team,off_3d_att,off_3d_conv,off_3d_rate,off_3d_sr,off_3d_pass_rate,off_3d_avg_togo,off_3d_epa_per_play,def_3d_att_faced,def_3d_allowed_conv,def_3d_allowed_rate,def_3d_sr_allowed,def_3d_pass_rate_faced,def_3d_avg_togo_faced,def_3d_epa_allowed_per_play
2024,1,SEA,12,4,0.3333333333333333,0.3333333333333333,0.6666666666666666,8.083333333333334,-0.32139739766716957,19,5,0.2631578947368421,0.2631578947368421,0.8947368421052632,7.526315789473684,-0.7058777934626529
2024,1,SF,14,7,0.5,0.5,0.8571428571428571,4.785714285714286,-0.043221472629479,10,6,0.6,0.6,0.8,4.7,0.6019911170005798
2024,1,TB,17,11,0.6470588235294118,0.6470588235294118,0.7647058823529411,6.352941176470588,0.9457778544986949,10,3,0.3,0.3,0.7,8.9,-0.04299778938293457
2024,1,TEN,15,5,0.3333333333333333,0.3333333333333333,0.8666666666666667,8.266666666666667,-1.0346069852511088,15,2,0.13333333333333333,0.13333333333333333,0.8,9.133333333333333,-0.6042614062627156
2024,1,WAS,10,3,0.3,0.3,0.7,8.9,-0.04299778938293457,17,11,0.6470588235294118,0.6470588235294118,0.7647058823529411,6.352941176470588,0.9457778544986949
2024,2,ARI,12,7,0.5833333333333334,0.5833333333333334,0.5833333333333334,5.75,0.46058765916192596,11,2,0.18181818181818182,0.18181818181818182,0.8181818181818182,4.7272727272727275,-1.0934832231564955
2024,2,ATL,9,2,0.2222222222222222,0.2222222222222222,1.0,6.333333333333333,-0.26438140869140625,14,6,0.42857142857142855,0.42857142857142855,0.7142857142857143,4.714285714285714,0.08795560044901711
2024,2,BAL,14,3,0.21428571428571427,0.21428571428571427,0.7857142857142857,7.714285714285714,-0.17000967423830712,13,5,0.38461538461538464,0.38461538461538464,0.6923076923076923,7.153846153846154,0.13241901993751526
2024,2,BUF,9,3,0.3333333333333333,0.3333333333333333,0.7777777777777778,6.0,0.028711020946502686,16,8,0.5,0.5,0.6875,5.0,-0.5618555648252368
2024,2,CAR,13,1,0.07692307692307693,0.07692307692307693,0.8461538461538461,6.230769230769231,-1.1337573688763838,15,9,0.6,0.6,0.5333333333333333,4.333333333333333,0.6305391510327657
2024,2,CHI,21,8,0.38095238095238093,0.38095238095238093,0.7142857142857143,7.523809523809524,-0.05292120788778577,16,4,0.25,0.25,0.875,9.0,-0.2396033015102148
2024,2,CIN,14,5,0.35714285714285715,0.35714285714285715,0.8571428571428571,6.857142857142857,-0.75003161494221,10,2,0.2,0.2,0.5,8.1,-0.3848623424768448
2024,2,CLE,16,3,0.1875,0.1875,0.6875,12.3125,0.005782581400126219,10,4,0.4,0.4,0.8,6.9,0.04517797231674194
2024,2,DAL,14,6,0.42857142857142855,0.42857142857142855,0.7142857142857143,7.0,0.10595918127468654,8,6,0.75,0.75,0.375,5.375,0.8519581109285355
2024,2,DEN,12,2,0.16666666666666666,0.16666666666666666,0.9166666666666666,7.833333333333333,-0.6594389056166013,18,6,0.3333333333333333,0.3333333333333333,0.5,7.444444444444445,-0.00092821071545283
2024,2,DET,17,7,0.4117647058823529,0.4117647058823529,0.9411764705882353,6.470588235294118,0.011787212398998877,10,2,0.2,0.2,1.0,8.5,-0.7926429510116577
2024,2,GB,18,10,0.5555555555555556,0.5555555555555556,0.6111111111111112,7.555555555555555,0.5283779468801286,10,2,0.2,0.2,0.7,8.1,-0.609614135324955
2024,2,HOU,16,4,0.25,0.25,0.875,9.0,-0.2396033015102148,21,8,0.38095238095238093,0.38095238095238093,0.7142857142857143,7.523809523809524,-0.05292120788778577
2024,2,IND,10,2,0.2,0.2,0.7,8.1,-0.609614135324955,18,10,0.5555555555555556,0.5555555555555556,0.6111111111111112,7.555555555555555,0.5283779468801286
2024,2,JAX,10,4,0.4,0.4,0.8,6.9,0.04517797231674194,16,3,0.1875,0.1875,0.6875,12.3125,0.005782581400126219
2024,2,KC,10,2,0.2,0.2,0.5,8.1,-0.3848623424768448,14,5,0.35714285714285715,0.35714285714285715,0.8571428571428571,6.857142857142857,-0.75003161494221
2024,2,LA,11,2,0.18181818181818182,0.18181818181818182,0.8181818181818182,4.7272727272727275,-1.0934832231564955,12,7,0.5833333333333334,0.5833333333333334,0.5833333333333334,5.75,0.46058765916192596
2024,2,LAC,15,9,0.6,0.6,0.5333333333333333,4.333333333333333,0.6305391510327657,13,1,0.07692307692307693,0.07692307692307693,0.8461538461538461,6.230769230769231,-1.1337573688763838
2024,2,LV,13,5,0.38461538461538464,0.38461538461538464,0.6923076923076923,7.153846153846154,0.13241901993751526,14,3,0.21428571428571427,0.21428571428571427,0.7857142857142857,7.714285714285714,-0.17000967423830712
2024,2,MIA,16,8,0.5,0.5,0.6875,5.0,-0.5618555648252368,9,3,0.3333333333333333,0.3333333333333333,0.7777777777777778,6.0,0.028711020946502686
2024,2,MIN,12,7,0.5833333333333334,0.5833333333333334,0.8333333333333334,8.0,0.3290087928374608,10,2,0.2,0.2,0.8,7.4,-0.9998913288116456
2024,2,NE,16,7,0.4375,0.4375,0.75,5.0,-0.06589742191135883,17,8,0.47058823529411764,0.47058823529411764,0.7058823529411765,7.235294117647059,0.5424137553747963
2024,2,NO,8,6,0.75,0.75,0.375,5.375,0.8519581109285355,14,6,0.42857142857142855,0.42857142857142855,0.7142857142857143,7.0,0.10595918127468654
2024,2,NYG,11,6,0.5454545454545454,0.5454545454545454,0.7272727272727273,7.0,0.8683390451425855,18,9,0.5,0.5,0.5555555555555556,8.055555555555555,0.7084038365218375
2024,2,NYJ,14,6,0.42857142857142855,0.42857142857142855,0.6428571428571429,7.214285714285714,0.08995966799557209,14,6,0.42857142857142855,0.42857142857142855,0.7142857142857143,6.642857142857143,-0.05698421171733311
2024,2,PHI,14,6,0.42857142857142855,0.42857142857142855,0.7142857142857143,4.714285714285714,0.08795560044901711,9,2,0.2222222222222222,0.2222222222222222,1.0,6.333333333333333,-0.26438140869140625
2024,2,PIT,18,6,0.3333333333333333,0.3333333333333333,0.5,7.444444444444445,-0.00092821071545283,12,2,0.16666666666666666,0.16666666666666666,0.9166666666666666,7.833333333333333,-0.6594389056166013
2024,2,SEA,17,8,0.47058823529411764,0.47058823529411764,0.7058823529411765,7.235294117647059,0.5424137553747963,16,7,0.4375,0.4375,0.75,5.0,-0.06589742191135883
2024,2,SF,10,2,0.2,0.2,0.8,7.4,-0.9998913288116456,12,7,0.5833333333333334,0.5833333333333334,0.8333333333333334,8.0,0.3290087928374608
2024,2,TB,10,2,0.2,0.2,1.0,8.5,-0.7926429510116577,17,7,0.4117647058823529,0.4117647058823529,0.9411764705882353,6.470588235294118,0.011787212398998877
2024,2,TEN,14,6,0.42857142857142855,0.42857142857142855,0.7142857142857143,6.642857142857143,-0.05698421171733311,14,6,0.42857142857142855,0.42857142857142855,0.6428571428571429,7.214285714285714,0.08995966799557209
2024,2,WAS,18,9,0.5,0.5,0.5555555555555556,8.055555555555555,0.7084038365218375,11,6,0.5454545454545454,0.5454545454545454,0.7272727272727273,7.0,0.8683390451425855
2024,3,ARI,11,2,0.18181818181818182,0.18181818181818182,0.6363636363636364,6.818181818181818,-0.4046586210077459,14,6,0.42857142857142855,0.42857142857142855,0.5,6.071428571428571,-0.025758104664938792
2024,3,ATL,11,3,0.2727272727272727,0.2727272727272727,0.5454545454545454,6.2727272727272725,-0.20949133959683505,13,6,0.46153846153846156,0.46153846153846156,0.7692307692307693,3.3076923076923075,0.09094006396256961
2024,3,BAL,10,4,0.4,0.4,0.4,6.6,-0.10639918744564056,17,9,0.5294117647058824,0.5294117647058824,0.7647058823529411,7.352941176470588,0.43650102264740887
2024,3,BUF,11,6,0.5454545454545454,0.5454545454545454,0.8181818181818182,5.545454545454546,0.7743680043654009,14,3,0.21428571428571427,0.21428571428571427,0.9285714285714286,7.571428571428571,-0.33355048085962025
2024,3,CAR,15,6,0.4,0.4,0.6666666666666666,7.0,0.40488229840993883,12,3,0.25,0.25,0.8333333333333334,7.5,-0.45383623242378235
2024,3,CHI,20,9,0.45,0.45,0.8,6.4,-0.10678056627511978,11,3,0.2727272727272727,0.2727272727272727,0.7272727272727273,7.0,-0.6161025522107427
2024,3,CIN,10,6,0.6,0.6,0.8,4.6,0.23248142004013062,9,5,0.5555555555555556,0.5555555555555556,0.6666666666666666,3.7777777777777777,0.2417551742659675
2024,3,CLE,15,5,0.3333333333333333,0.3333333333333333,0.7333333333333333,7.933333333333334,-0.4729334314664205,14,4,0.2857142857142857,0.2857142857142857,0.7857142857142857,8.428571428571429,-0.0841293718133654
2024,3,DAL,17,9,0.5294117647058824,0.5294117647058824,0.7647058823529411,7.352941176470588,0.43650102264740887,10,4,0.4,0.4,0.4,6.6,-0.10639918744564056
2024,3,DEN,16,4,0.25,0.25,0.625,6.5,-0.11626676935702562,11,3,0.2727272727272727,0.2727272727272727,0.9090909090909091,7.818181818181818,-1.4680651209571145
2024,3,DET,14,6,0.42857142857142855,0.42857142857142855,0.5,6.071428571428571,-0.025758104664938792,11,2,0.18181818181818182,0.18181818181818182,0.6363636363636364,6.818181818181818,-0.4046586210077459
2024,3,GB,14,5,0.35714285714285715,0.35714285714285715,0.8571428571428571,7.214285714285714,0.2733958350228412,10,3,0.3,0.3,0.8,8.2,-0.16805033683776854
2024,3,HOU,20,4,0.2,0.2,0.7,12.3,-0.11172286570072174,17,6,0.35294117647058826,0.35294117647058826,0.7058823529411765,8.0,-0.08970174368690043
2024,3,IND,11,3,0.2727272727272727,0.2727272727272727,0.7272727272727273,7.0,-0.6161025522107427,20,9,0.45,0.45,0.8,6.4,-0.10678056627511978
2024,3,JAX,14,3,0.21428571428571427,0.21428571428571427,0.9285714285714286,7.571428571428571,-0.33355048085962025,11,6,0.5454545454545454,0.5454545454545454,0.8181818181818182,5.545454545454546,0.7743680043654009
2024,3,KC,13,6,0.46153846153846156,0.46153846153846156,0.7692307692307693,3.3076923076923075,0.09094006396256961,11,3,0.2727272727272727,0.2727272727272727,0.5454545454545454,6.2727272727272725,-0.20949133959683505
2024,3,LA,13,6,0.46153846153846156,0.46153846153846156,0.6153846153846154,8.076923076923077,0.12583953256790453,14,9,0.6428571428571429,0.6428571428571429,0.42857142857142855,4.357142857142857,0.6920012363365718
2024,3,LAC,12,3,0.25,0.25,0.6666666666666666,9.083333333333334,-0.44622035572926205,15,9,0.6,0.6,0.6666666666666666,7.133333333333334,0.8774966565271218
2024,3,LV,12,3,0.25,0.25,0.8333333333333334,7.5,-0.45383623242378235,15,6,0.4,0.4,0.6666666666666666,7.0,0.40488229840993883
2024,3,MIA,14,2,0.14285714285714285,0.14285714285714285,0.5714285714285714,6.285714285714286,-1.3381113195958148,13,3,0.23076923076923078,0.23076923076923078,0.5384615384615384,14.076923076923077,-0.8149066561689744
2024,3,MIN,17,6,0.35294117647058826,0.35294117647058826,0.7058823529411765,8.0,-0.08970174368690043,20,4,0.2,0.2,0.7,12.3,-0.11172286570072174
2024,3,NE,14,3,0.21428571428571427,0.21428571428571427,0.7857142857142857,7.714285714285714,-0.500768067057444,16,10,0.625,0.625,0.8125,7.1875,0.8167180386371911
2024,3,NO,13,6,0.46153846153846156,0.46153846153846156,0.6153846153846154,6.923076923076923,-0.08469860943464133,15,6,0.4,0.4,0.7333333333333333,7.466666666666667,0.07950555086135865
2024,3,NYG,14,4,0.2857142857142857,0.2857142857142857,0.7857142857142857,8.428571428571429,-0.0841293718133654,15,5,0.3333333333333333,0.3333333333333333,0.7333333333333333,7.933333333333334,-0.4729334314664205
2024,3,NYJ,16,10,0.625,0.625,0.8125,7.1875,0.8167180386371911,14,3,0.21428571428571427,0.21428571428571427,0.7857142857142857,7.714285714285714,-0.500768067057444
2024,3,PHI,15,6,0.4,0.4,0.7333333333333333,7.466666666666667,0.07950555086135865,13,6,0.46153846153846156,0.46153846153846156,0.6153846153846154,6.923076923076923,-0.08469860943464133
2024,3,PIT,15,9,0.6,0.6,0.6666666666666666,7.133333333333334,0.8774966565271218,12,3,0.25,0.25,0.6666666666666666,9.083333333333334,-0.44622035572926205
2024,3,SEA,13,3,0.23076923076923078,0.23076923076923078,0.5384615384615384,14.076923076923077,-0.8149066561689744,14,2,0.14285714285714285,0.14285714285714285,0.5714285714285714,6.285714285714286,-1.3381113195958148
2024,3,SF,14,9,0.6428571428571429,0.6428571428571429,0.42857142857142855,4.357142857142857,0.6920012363365718,13,6,0.46153846153846156,0.46153846153846156,0.6153846153846154,8.076923076923077,0.12583953256790453
2024,3,TB,11,3,0.2727272727272727,0.2727272727272727,0.9090909090909091,7.818181818181818,-1.4680651209571145,16,4,0.25,0.25,0.625,6.5,-0.11626676935702562
2024,3,TEN,10,3,0.3,0.3,0.8,8.2,-0.16805033683776854,14,5,0.35714285714285715,0.35714285714285715,0.8571428571428571,7.214285714285714,0.2733958350228412
2024,3,WAS,9,5,0.5555555555555556,0.5555555555555556,0.6666666666666666,3.7777777777777777,0.2417551742659675,10,6,0.6,0.6,0.8,4.6,0.23248142004013062
2024,4,ARI,11,4,0.36363636363636365,0.36363636363636365,0.45454545454545453,7.909090909090909,-0.3836653618650003,12,9,0.75,0.75,0.75,6.5,1.3965883155663807
2024,4,ATL,11,4,0.36363636363636365,0.36363636363636365,1.0,10.727272727272727,0.5047199048779227,13,7,0.5384615384615384,0.5384615384615384,0.6153846153846154,5.230769230769231,0.31748796426332915
2024,4,BAL,9,5,0.5555555555555556,0.5555555555555556,0.6666666666666666,8.666666666666666,0.27983373072412276,14,3,0.21428571428571427,0.21428571428571427,0.8571428571428571,6.428571428571429,-0.4810499687279974
2024,4,BUF,14,3,0.21428571428571427,0.21428571428571427,0.8571428571428571,6.428571428571429,-0.4810499687279974,9,5,0.5555555555555556,0.5555555555555556,0.6666666666666666,8.666666666666666,0.27983373072412276
2024,4,CAR,17,8,0.47058823529411764,0.47058823529411764,0.5882352941176471,5.647058823529412,-0.1820024970699759,15,8,0.5333333333333333,0.5333333333333333,0.6,6.866666666666666,0.6681679377953211
2024,4,CHI,13,5,0.38461538461538464,0.38461538461538464,0.46153846153846156,7.461538461538462,0.024426113527554732,11,5,0.45454545454545453,0.45454545454545453,0.6363636363636364,7.090909090909091,0.2043529667637565
2024,4,CIN,15,8,0.5333333333333333,0.5333333333333333,0.6,6.866666666666666,0.6681679377953211,17,8,0.47058823529411764,0.47058823529411764,0.5882352941176471,5.647058823529412,-0.1820024970699759
2024,4,CLE,11,3,0.2727272727272727,0.2727272727272727,0.8181818181818182,7.636363636363637,-0.155191760848869,12,6,0.5,0.5,0.6666666666666666,6.75,-0.5952249467372894
2024,4,DAL,12,3,0.25,0.25,0.6666666666666666,7.0,-0.25929220269123715,18,5,0.2777777777777778,0.2777777777777778,0.8333333333333334,8.0,0.060113405187924705
2024,4,DEN,15,3,0.2,0.2,0.7333333333333333,8.2,-0.5844757239023844,23,5,0.21739130434782608,0.21739130434782608,0.6521739130434783,8.434782608695652,-0.3901725136877402
2024,4,DET,6,3,0.5,0.5,0.5,5.833333333333333,0.07858444129427274,11,6,0.5454545454545454,0.5454545454545454,0.9090909090909091,7.7272727272727275,0.5186932682991028
2024,4,GB,15,5,0.3333333333333333,0.3333333333333333,0.7333333333333333,7.333333333333333,-0.1395418460170428,13,5,0.38461538461538464,0.38461538461538464,0.6923076923076923,7.461538461538462,0.27352345906771147
2024,4,HOU,14,8,0.5714285714285714,0.5714285714285714,0.9285714285714286,8.928571428571429,0.6938219666481018,12,4,0.3333333333333333,0.3333333333333333,0.9166666666666666,6.25,-0.0006656174858411154
2024,4,IND,15,8,0.5333333333333333,0.5333333333333333,0.6,6.933333333333334,0.4981422265370687,13,7,0.5384615384615384,0.5384615384615384,0.7692307692307693,7.538461538461538,0.2784148477591001
2024,4,JAX,12,4,0.3333333333333333,0.3333333333333333,0.9166666666666666,6.25,-0.0006656174858411154,14,8,0.5714285714285714,0.5714285714285714,0.9285714285714286,8.928571428571429,0.6938219666481018
2024,4,KC,15,9,0.6,0.6,0.8,6.266666666666667,0.35856525003910067,13,4,0.3076923076923077,0.3076923076923077,0.6923076923076923,9.692307692307692,-0.3215457797050476
2024,4,LA,11,5,0.45454545454545453,0.45454545454545453,0.6363636363636364,7.090909090909091,0.2043529667637565,13,5,0.38461538461538464,0.38461538461538464,0.46153846153846156,7.461538461538462,0.024426113527554732
2024,4,LAC,13,4,0.3076923076923077,0.3076923076923077,0.6923076923076923,9.692307692307692,-0.3215457797050476,15,9,0.6,0.6,0.8,6.266666666666667,0.35856525003910067
2024,4,LV,12,6,0.5,0.5,0.6666666666666666,6.75,-0.5952249467372894,11,3,0.2727272727272727,0.2727272727272727,0.8181818181818182,7.636363636363637,-0.155191760848869
2024,4,MIA,13,2,0.15384615384615385,0.15384615384615385,0.46153846153846156,6.923076923076923,-0.5968937358030906,15,4,0.26666666666666666,0.26666666666666666,0.5333333333333333,7.2,-0.40306866268316904
2024,4,MIN,13,5,0.38461538461538464,0.38461538461538464,0.6923076923076923,7.461538461538462,0.27352345906771147,15,5,0.3333333333333333,0.3333333333333333,0.7333333333333333,7.333333333333333,-0.1395418460170428
2024,4,NE,18,7,0.3888888888888889,0.3888888888888889,0.8333333333333334,7.444444444444445,-0.6599006603161494,14,8,0.5714285714285714,0.5714285714285714,0.8571428571428571,7.214285714285714,0.42028961862836567
2024,4,NO,13,7,0.5384615384615384,0.5384615384615384,0.6153846153846154,5.230769230769231,0.31748796426332915,11,4,0.36363636363636365,0.36363636363636365,1.0,10.727272727272727,0.5047199048779227
2024,4,NYG,18,5,0.2777777777777778,0.2777777777777778,0.8333333333333334,8.0,0.060113405187924705,12,3,0.25,0.25,0.6666666666666666,7.0,-0.25929220269123715
2024,4,NYJ,23,5,0.21739130434782608,0.21739130434782608,0.6521739130434783,8.434782608695652,-0.3901725136877402,15,3,0.2,0.2,0.7333333333333333,8.2,-0.5844757239023844
2024,4,PHI,14,6,0.42857142857142855,0.42857142857142855,0.5714285714285714,8.571428571428571,-0.09056564952645983,15,8,0.5333333333333333,0.5333333333333333,0.7333333333333333,7.133333333333334,0.4166469117005666
2024,4,PIT,13,7,0.5384615384615384,0.5384615384615384,0.7692307692307693,7.538461538461538,0.2784148477591001,15,8,0.5333333333333333,0.5333333333333333,0.6,6.933333333333334,0.4981422265370687
2024,4,SEA,11,6,0.5454545454545454,0.5454545454545454,0.9090909090909091,7.7272727272727275,0.5186932682991028,6,3,0.5,0.5,0.5,5.833333333333333,0.07858444129427274
2024,4,SF,14,8,0.5714285714285714,0.5714285714285714,0.8571428571428571,7.214285714285714,0.42028961862836567,18,7,0.3888888888888889,0.3888888888888889,0.8333333333333334,7.444444444444445,-0.6599006603161494
2024,4,TB,15,8,0.5333333333333333,0.5333333333333333,0.7333333333333333,7.133333333333334,0.4166469117005666,14,6,0.42857142857142855,0.42857142857142855,0.5714285714285714,8.571428571428571,-0.09056564952645983
2024,4,TEN,15,4,0.26666666666666666,0.26666666666666666,0.5333333333333333,7.2,-0.40306866268316904,13,2,0.15384615384615385,0.15384615384615385,0.46153846153846156,6.923076923076923,-0.5968937358030906
2024,4,WAS,12,9,0.75,0.75,0.75,6.5,1.3965883155663807,11,4,0.36363636363636365,0.36363636363636365,0.45454545454545453,7.909090909090909,-0.3836653618650003
2024,5,ARI,10,3,0.3,0.3,0.9,8.1,0.00661647766828537,12,6,0.5,0.5,0.9166666666666666,7.416666666666667,0.35194090132912
2024,5,ATL,15,7,0.4666666666666667,0.4666666666666667,0.8666666666666667,9.0,0.2475986878077189,11,6,0.5454545454545454,0.5454545454545454,0.7272727272727273,7.545454545454546,0.3587798367847096
2024,5,BAL,15,10,0.6666666666666666,0.6666666666666666,0.6,4.4,0.6129193802674612,16,8,0.5,0.5,0.6875,6.3125,0.5849136803299189
2024,5,BUF,16,3,0.1875,0.1875,0.8125,8.8125,-0.5635271165519953,17,8,0.47058823529411764,0.47058823529411764,0.8823529411764706,6.9411764705882355,0.5765140122350525
2024,5,CAR,13,4,0.3076923076923077,0.3076923076923077,0.9230769230769231,7.076923076923077,-0.47550869905031645,11,5,0.45454545454545453,0.45454545454545453,0.7272727272727273,8.363636363636363,0.5725360128351233
2024,5,CHI,11,5,0.45454545454545453,0.45454545454545453,0.7272727272727273,8.363636363636363,0.5725360128351233,13,4,0.3076923076923077,0.3076923076923077,0.9230769230769231,7.076923076923077,-0.47550869905031645
2024,5,CIN,16,8,0.5,0.5,0.6875,6.3125,0.5849136803299189,15,10,0.6666666666666666,0.6666666666666666,0.6,4.4,0.6129193802674612
2024,5,CLE,16,2,0.125,0.125,0.75,7.8125,-0.6614333353936672,18,8,0.4444444444444444,0.4444444444444444,0.8333333333333334,7.666666666666667,0.36104000276989406
2024,5,DAL,17,10,0.5882352941176471,0.5882352941176471,0.5882352941176471,6.647058823529412,0.4030493050813675,13,3,0.23076923076923078,0.23076923076923078,0.6923076923076923,5.384615384615385,-0.5756868032308725
2024,5,DEN,11,3,0.2727272727272727,0.2727272727272727,0.8181818181818182,7.818181818181818,-0.461416325785897,16,7,0.4375,0.4375,0.75,10.0,0.2942118844948709
2024,5,GB,10,4,0.4,0.4,0.8,10.7,-0.7801180005073547,16,8,0.5,0.5,0.5625,4.875,-0.35458272229880095
2024,5,HOU,17,8,0.47058823529411764,0.47058823529411764,0.8823529411764706,6.9411764705882355,0.5765140122350525,16,3,0.1875,0.1875,0.8125,8.8125,-0.5635271165519953
2024,5,IND,14,7,0.5,0.5,0.7857142857142857,6.071428571428571,0.43564568034240175,11,3,0.2727272727272727,0.2727272727272727,0.5454545454545454,5.909090909090909,-0.4795506406914104
2024,5,JAX,11,3,0.2727272727272727,0.2727272727272727,0.5454545454545454,5.909090909090909,-0.4795506406914104,14,7,0.5,0.5,0.7857142857142857,6.071428571428571,0.43564568034240175
2024,5,KC,14,6,0.42857142857142855,0.42857142857142855,0.7142857142857143,8.142857142857142,0.23342762568167277,12,5,0.4166666666666667,0.4166666666666667,0.75,6.416666666666667,-0.14636095613241196
2024,5,LA,16,8,0.5,0.5,0.5625,4.875,-0.35458272229880095,10,4,0.4,0.4,0.8,10.7,-0.7801180005073547
2024,5,LV,16,7,0.4375,0.4375,0.75,10.0,0.2942118844948709,11,3,0.2727272727272727,0.2727272727272727,0.8181818181818182,7.818181818181818,-0.461416325785897
