season,week,team,side,plays,successes,sr,epa_per_play
2024,2,CLE,off,25,9,0.36,-0.1228901045350358
2024,2,DAL,def,27,15,0.555556,0.25391687752454783
2024,2,DAL,off,28,12,0.428571,-0.2794543829742387
2024,2,DEN,def,24,7,0.291667,-0.18800358410347448
2024,2,DEN,off,24,12,0.5,0.09188152360608608
2024,2,DET,def,22,11,0.5,0.28030566933871753
2024,2,DET,off,33,19,0.575758,-0.10214300294209158
2024,2,GB,def,26,13,0.5,0.12472895351731075
2024,2,GB,off,28,10,0.357143,-0.3621455815487674
2024,2,HOU,def,25,11,0.44,-0.10943450048216619
2024,2,HOU,off,26,7,0.269231,-0.43513339188461714
2024,2,IND,def,28,10,0.357143,-0.3621455815487674
2024,2,IND,off,26,13,0.5,0.12472895351731075
2024,2,JAX,def,25,9,0.36,-0.1228901045350358
2024,2,JAX,off,26,14,0.538462,0.03779865419738389
2024,2,KC,def,26,15,0.576923,0.2149429772129784
2024,2,KC,off,26,17,0.653846,-0.05901388814695215
2024,2,LA,def,28,13,0.464286,0.07096712095829259
2024,2,LA,off,23,12,0.521739,0.32372869497656054
2024,2,LAC,def,18,10,0.555556,-0.24263609118255167
2024,2,LAC,off,27,16,0.592593,-0.03371667603992305
2024,2,LV,def,28,16,0.571429,0.0017978503466500634
2024,2,LV,off,26,11,0.423077,-0.1469397243513063
2024,2,MIA,def,17,7,0.411765,0.24704947383040288
2024,2,MIA,off,29,11,0.37931,-0.2985980969950043
2024,2,MIN,def,30,16,0.533333,0.04721430747498137
2024,2,MIN,off,23,13,0.565217,-0.3124527319362286
2024,2,NE,def,26,14,0.538462,-0.17524114166305102
2024,2,NE,off,28,13,0.464286,0.03513729459103031
2024,2,NO,def,28,12,0.428571,-0.2794543829742387
2024,2,NO,off,27,15,0.555556,0.25391687752454783
2024,2,NYG,def,29,14,0.482759,-0.10982804399200491
2024,2,NYG,off,22,10,0.454545,-0.05823139106558466
2024,2,NYJ,def,26,10,0.384615,-0.12948502621237332
2024,2,NYJ,off,23,11,0.478261,-0.03383755526738241
2024,2,PHI,def,26,17,0.653846,0.300979185336753
2024,2,PHI,off,30,18,0.6,-0.04651706061073734
