season,week,team,drives,td_drives,fg_drives,punt_drives,to_drives,yds,plays,rz_drives,start_yardline_100_avg,ppd_basic_sum,ppd_true_sum,score_drives,score_rate,td_rate,fg_rate,turnover_rate,punt_rate,yds_per_drive,plays_per_drive,redzone_drive_rate,ppd_basic,ppd_points,side,start_own_yardline_avg,hidden_yards_per_drive,avg_start_yardline_100_off,turnover_drives
2025,2,PIT,11,3,1,4,2,395.0,71,3,70.82,24,,4,0.36,0.2727272727272727,0.0909090909090909,0.1818181818181818,0.3636363636363636,35.91,6.45,0.2727272727272727,2.1818181818181817,2.18,def,29.18,3.45,70.82,1.9999999999999998
2025,2,PIT,11,1,3,4,2,267.0,68,2,67.36,16,,4,0.36,0.0909090909090909,0.2727272727272727,0.1818181818181818,0.3636363636363636,24.27,6.18,0.1818181818181818,1.4545454545454546,1.45,off,32.64,3.45,67.36,1.9999999999999998
2025,2,SEA,11,1,3,4,2,267.0,68,2,67.36,16,,4,0.36,0.0909090909090909,0.2727272727272727,0.1818181818181818,0.3636363636363636,24.27,6.18,0.1818181818181818,1.4545454545454546,1.45,def,32.64,-3.45,67.36,1.9999999999999998
2025,2,SEA,11,3,1,4,2,395.0,71,3,70.82,24,,4,0.36,0.2727272727272727,0.0909090909090909,0.1818181818181818,0.3636363636363636,35.91,6.45,0.2727272727272727,2.1818181818181817,2.18,off,29.18,-3.45,70.82,1.9999999999999998
2025,2,SF,11,3,0,4,1,307.0,76,3,70.82,21,,3,0.27,0.2727272727272727,0.0,0.0909090909090909,0.3636363636363636,27.91,6.91,0.2727272727272727,1.9090909090909087,1.91,def,29.18,5.45,70.82,0.9999999999999999
2025,2,SF,11,3,2,4,1,344.0,78,2,65.36,27,,5,0.45,0.2727272727272727,0.1818181818181818,0.0909090909090909,0.3636363636363636,31.27,7.09,0.1818181818181818,2.4545454545454546,2.45,off,34.64,5.45,65.36,0.9999999999999999
2025,2,TB,10,2,2,4,0,266.0,54,2,62.9,20,,4,0.4,0.2,0.2,0.0,0.4,26.6,5.4,0.2,2.0,2.0,def,37.1,-16.7,62.9,0.0
2025,2,TB,10,3,0,6,0,360.0,88,4,79.6,21,,3,0.3,0.3,0.0,0.0,0.6,36.0,8.8,0.4,2.1,2.1,off,20.4,-16.7,79.6,0.0
2025,2,TEN,11,4,2,3,1,439.0,68,6,66.64,34,,6,0.55,0.3636363636363636,0.1818181818181818,0.0909090909090909,0.2727272727272727,39.91,6.18,0.5454545454545454,3.090909090909091,3.09,def,33.36,-4.55,66.64,0.9999999999999999
2025,2,TEN,11,1,4,5,1,252.0,79,3,71.18,19,,5,0.45,0.0909090909090909,0.3636363636363636,0.0909090909090909,0.4545454545454545,22.91,7.18,0.2727272727272727,1.7272727272727273,1.73,off,28.82,-4.55,71.18,0.9999999999999999
2025,2,WAS,12,3,2,4,0,404.0,77,4,66.67,27,,5,0.42,0.25,0.1666666666666666,0.0,0.3333333333333333,33.67,6.42,0.3333333333333333,2.25,2.25,def,33.33,3.85,66.67,0.0
2025,2,WAS,11,2,1,4,0,230.0,77,2,62.82,17,,3,0.27,0.1818181818181818,0.0909090909090909,0.0,0.3636363636363636,20.91,7.0,0.1818181818181818,1.5454545454545454,1.55,off,37.18,3.85,62.82,0.0
2025,3,BUF,9,3,0,4,1,276.0,65,3,67.44,21,,3,0.33,0.3333333333333333,0.0,0.1111111111111111,0.4444444444444444,30.67,7.22,0.3333333333333333,2.333333333333333,2.33,def,32.56,-4.93,67.44,1.0
2025,3,BUF,8,4,1,2,0,360.0,65,5,72.38,31,,5,0.62,0.5,0.125,0.0,0.25,45.0,8.12,0.625,3.875,3.88,off,27.62,-4.93,72.38,0.0
2025,3,MIA,8,4,1,2,0,360.0,65,5,72.38,31,,5,0.62,0.5,0.125,0.0,0.25,45.0,8.12,0.625,3.875,3.88,def,27.62,4.93,72.38,0.0
2025,3,MIA,9,3,0,4,1,276.0,65,3,67.44,21,,3,0.33,0.3333333333333333,0.0,0.1111111111111111,0.4444444444444444,30.67,7.22,0.3333333333333333,2.333333333333333,2.33,off,32.56,4.93,67.44,1.0
