season,team,plays,avg_epa,median_epa,success_rate,explosive_plays,explosive_rate,total_yards,early_down_epa,late_down_epa,third_down_sr,fourth_down_sr,red_zone_epa,pass_epa_per_play,rush_epa_per_play,turnover_epa,avg_start_yardline_100
2025,ARI,497.0,0.017162157222628593,-0.12729249894618988,0.449392706155777,0.0,0.0,1842.0,0.005176222417503595,0.0299434382468462,0.46666666865348816,0.6279069781303406,-0.07156050205230713,,,-20.528827667236328,47.85450744628906
2025,ATL,426.0,-0.01495430525392294,-0.04295378178358078,0.4680851101875305,0.0,0.0,1894.0,-0.0026484623085707426,-0.07155589759349823,0.42465752363204956,0.5365853905677795,-0.10294602066278458,,,-21.554466247558594,48.3372917175293
2025,BAL,445.0,0.0037131181452423334,-0.0019305746536701918,0.4797297418117523,0.0,0.0,1855.0,-0.026178697124123573,0.013297727331519127,0.43589743971824646,0.5365853905677795,-0.2740364968776703,,,-53.963958740234375,48.1207275390625
2025,BUF,502.0,0.11789209395647049,0.0,0.4939759075641632,0.0,0.0,2270.0,0.101150743663311,0.1799548715353012,0.46052631735801697,0.4864864945411682,0.09140164405107498,,,-25.3256778717041,45.97963333129883
2025,CAR,511.0,0.0072181993164122105,-0.001894274610094726,0.47834646701812744,0.0,0.0,1985.0,0.021651769056916237,-0.04615825042128563,0.43820226192474365,0.5333333611488342,0.11719049513339996,,,-36.36920928955078,46.29703140258789
2025,CHI,417.0,-0.011493498459458351,-0.10736562311649323,0.4430992603302002,0.0,0.0,1693.0,-0.04819916933774948,0.021460307762026787,0.48571428656578064,0.37837839126586914,-0.054146021604537964,,,-19.13401985168457,46.32352828979492
2025,CIN,455.0,-0.08887609094381332,-0.11308816075325012,0.45274725556373596,0.0,0.0,1413.0,-0.21740087866783142,0.07087376713752747,0.39759036898612976,0.5306122303009033,0.3347606658935547,,,-57.10270690917969,50.99778366088867
2025,CLE,536.0,-0.14541012048721313,-0.2141115963459015,0.399624764919281,0.0,0.0,1689.0,-0.1611480712890625,-0.19657886028289795,0.4000000059604645,0.508474588394165,0.010682922787964344,,,-39.337196350097656,48.863895416259766
2025,DAL,523.0,0.15403535962104797,0.0,0.4923076927661896,0.0,0.0,2327.0,0.13951781392097473,0.22527934610843658,0.46341463923454285,0.5476190447807312,0.08567338436841965,,,-28.158266067504883,47.471622467041016
2025,DEN,502.0,0.018935495987534523,-0.15011033415794373,0.44288578629493713,0.0,0.0,2024.0,-0.04439925774931908,0.10679683834314346,0.43820226192474365,0.5,0.2435150146484375,,,-25.700275421142578,49.129554748535156
2025,DET,476.0,0.11942949146032333,0.03923528268933296,0.5221987366676331,0.0,0.0,2122.0,0.12661625444889069,0.01738443598151207,0.42465752363204956,0.4888888895511627,0.2357979118824005,,,-14.3162841796875,44.516197204589844
2025,GB,410.0,0.12047989666461945,0.0020981663838028908,0.5012285113334656,0.0,0.0,1798.0,0.07440733164548874,0.25116634368896484,0.5789473652839661,0.6000000238418579,0.1851511001586914,,,-15.492660522460938,45.44499969482422
2025,HOU,384.0,0.014450997114181519,-0.1055794507265091,0.44240838289260864,0.0,0.0,1572.0,0.005347943399101496,0.034405242651700974,0.375,0.6486486196517944,-0.05139368772506714,,,-18.97881317138672,49.51458740234375
2025,IND,475.0,0.16823594272136688,0.06807217746973038,0.5381355881690979,0.0,0.0,2263.0,0.1528393030166626,0.23920008540153503,0.48571428656578064,0.7714285850524902,0.10378663241863251,,,-15.733213424682617,41.91163635253906
2025,JAX,516.0,0.008143190294504166,-0.07466469705104828,0.453125,0.0,0.0,1986.0,-0.011445751413702965,0.04939613118767738,0.4157303273677826,0.5833333134651184,-0.0016656387597322464,,,-23.364646911621094,49.257938385009766
2025,KC,484.0,0.12133008986711502,0.021782930940389633,0.5062500238418579,0.0,0.0,2160.0,0.08123811334371567,0.2523156702518463,0.4457831382751465,0.707317054271698,-0.040737707167863846,,,-29.50691795349121,44.04430389404297
2025,LA,474.0,0.004293433856219053,0.03568319231271744,0.5138592720031738,0.0,0.0,2250.0,0.02579570561647415,-0.10759349167346954,0.4533333480358124,0.5121951103210449,-0.20393459498882294,,,-42.2579345703125,45.53879165649414
2025,LAC,503.0,0.006829497404396534,-0.06677804887294769,0.4718875586986542,0.0,0.0,2166.0,-0.05033886432647705,0.14783445000648499,0.5056179761886597,0.6976743936538696,-0.11281350255012512,,,-42.11699676513672,48.11133575439453
2025,LV,473.0,-0.10812997817993164,-0.133135125041008,0.447761207818985,0.0,0.0,1842.0,-0.15074484050273895,-0.10983632504940033,0.449438214302063,0.52173912525177,-0.19909992814064026,,,-54.72843551635742,48.36933135986328
2025,MIA,434.0,0.06535020470619202,-0.010954088531434536,0.46867749094963074,0.0,0.0,1736.0,-0.052799057215452194,0.2533295154571533,0.4933333396911621,0.6285714507102966,0.30208414793014526,,,-29.95992088317871,45.57882308959961
2025,MIN,391.0,-0.04312393069267273,-0.05920840799808502,0.45897436141967773,0.0,0.0,1529.0,0.025940028950572014,-0.2328978031873703,0.3235294222831726,0.4615384638309479,0.2395508885383606,,,-44.3879508972168,51.5699462890625
2025,NE,477.0,0.06762906163930893,0.0,0.472573846578598,0.0,0.0,2020.0,-0.022147469222545624,0.22255884110927582,0.43529412150382996,0.604651153087616,0.015343141742050648,,,-41.425537109375,47.882728576660156
2025,NO,513.0,-0.08717573434114456,-0.06764018535614014,0.45988258719444275,0.0,0.0,1832.0,0.01448246743530035,-0.38439565896987915,0.40229883790016174,0.4897959232330322,-0.08449934422969818,,,-21.46240234375,46.2896842956543
