season,week,team,drives,td_drives,fg_drives,punt_drives,to_drives,yds,plays,rz_drives,start_yardline_100_avg,ppd_basic_sum,ppd_true_sum,score_drives,score_rate,td_rate,fg_rate,turnover_rate,punt_rate,yds_per_drive,plays_per_drive,redzone_drive_rate,ppd_basic,ppd_points,side
2024,5,ATL,13,4,3,1,1,550.0,110,5,66.38461538461539,37,,7,0.5384615384615384,0.3076923076923077,0.23076923076923078,0.07692307692307693,0.07692307692307693,42.30769230769231,8.461538461538462,0.38461538461538464,2.8461538461538463,2.8461538461538463,off
2024,5,BAL,19,5,0,5,2,444.0,92,7,54.388888888888886,35,,5,0.2631578947368421,0.2631578947368421,0.0,0.10526315789473684,0.2631578947368421,23.36842105263158,4.842105263157895,0.3684210526315789,1.8421052631578947,1.8421052631578947,def
2024,5,BAL,15,5,2,3,1,520.0,95,6,71.8,41,,7,0.4666666666666667,0.3333333333333333,0.13333333333333333,0.06666666666666667,0.2,34.666666666666664,6.333333333333333,0.4,2.7333333333333334,2.7333333333333334,off
2024,5,BUF,19,2,3,5,2,425.0,85,3,66.44444444444444,23,,5,0.2631578947368421,0.10526315789473684,0.15789473684210525,0.10526315789473684,0.2631578947368421,22.36842105263158,4.473684210526316,0.15789473684210525,1.2105263157894737,1.2105263157894737,def
2024,5,BUF,13,2,2,8,0,276.0,82,5,64.6923076923077,20,,4,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.0,0.6153846153846154,21.23076923076923,6.3076923076923075,0.38461538461538464,1.5384615384615385,1.5384615384615385,off
2024,5,CAR,14,5,1,4,0,424.0,90,6,62.785714285714285,38,,6,0.42857142857142855,0.35714285714285715,0.07142857142857142,0.0,0.2857142857142857,30.285714285714285,6.428571428571429,0.42857142857142855,2.7142857142857144,2.7142857142857144,def
2024,5,CAR,14,1,1,4,3,292.0,76,3,66.85714285714286,10,,2,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.21428571428571427,0.2857142857142857,20.857142857142858,5.428571428571429,0.21428571428571427,0.7142857142857143,0.7142857142857143,off
2024,5,CHI,14,1,1,4,3,292.0,76,3,66.85714285714286,10,,2,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.21428571428571427,0.2857142857142857,20.857142857142858,5.428571428571429,0.21428571428571427,0.7142857142857143,0.7142857142857143,def
2024,5,CHI,14,5,1,4,0,424.0,90,6,62.785714285714285,38,,6,0.42857142857142855,0.35714285714285715,0.07142857142857142,0.0,0.2857142857142857,30.285714285714285,6.428571428571429,0.42857142857142855,2.7142857142857144,2.7142857142857144,off
2024,5,CIN,15,5,2,3,1,520.0,95,6,71.8,41,,7,0.4666666666666667,0.3333333333333333,0.13333333333333333,0.06666666666666667,0.2,34.666666666666664,6.333333333333333,0.4,2.7333333333333334,2.7333333333333334,def
2024,5,CIN,19,5,0,5,2,444.0,92,7,54.388888888888886,35,,5,0.2631578947368421,0.2631578947368421,0.0,0.10526315789473684,0.2631578947368421,23.36842105263158,4.842105263157895,0.3684210526315789,1.8421052631578947,1.8421052631578947,off
2024,5,CLE,14,4,2,4,2,434.0,82,8,62.42857142857143,34,,6,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,31.0,5.857142857142857,0.5714285714285714,2.4285714285714284,2.4285714285714284,def
2024,5,CLE,18,1,2,7,1,212.0,87,4,60.05555555555556,13,,3,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.3888888888888889,11.777777777777779,4.833333333333333,0.2222222222222222,0.7222222222222222,0.7222222222222222,off
2024,5,DAL,12,2,1,5,1,226.0,78,2,73.91666666666667,17,,3,0.25,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.4166666666666667,18.833333333333332,6.5,0.16666666666666666,1.4166666666666667,1.4166666666666667,def
2024,5,DAL,13,2,2,1,3,445.0,93,9,57.46153846153846,20,,4,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.07692307692307693,34.23076923076923,7.153846153846154,0.6923076923076923,1.5384615384615385,1.5384615384615385,off
2024,5,DEN,13,3,1,5,3,332.0,85,3,76.76923076923077,24,,4,0.3076923076923077,0.23076923076923078,0.07692307692307693,0.23076923076923078,0.38461538461538464,25.53846153846154,6.538461538461538,0.23076923076923078,1.8461538461538463,1.8461538461538463,def
2024,5,DEN,18,3,2,6,0,289.0,86,5,56.333333333333336,27,,5,0.2777777777777778,0.16666666666666666,0.1111111111111111,0.0,0.3333333333333333,16.055555555555557,4.777777777777778,0.2777777777777778,1.5,1.5,off
2024,5,GB,12,2,0,3,2,370.0,91,4,61.333333333333336,14,,2,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.25,30.833333333333332,7.583333333333333,0.3333333333333333,1.1666666666666667,1.1666666666666667,def
2024,5,GB,16,4,1,5,1,328.0,78,4,68.125,31,,5,0.3125,0.25,0.0625,0.0625,0.3125,20.5,4.875,0.25,1.9375,1.9375,off
2024,5,HOU,13,2,2,8,0,276.0,82,5,64.6923076923077,20,,4,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.0,0.6153846153846154,21.23076923076923,6.3076923076923075,0.38461538461538464,1.5384615384615385,1.5384615384615385,def
2024,5,HOU,19,2,3,5,2,425.0,85,3,66.44444444444444,23,,5,0.2631578947368421,0.10526315789473684,0.15789473684210525,0.10526315789473684,0.2631578947368421,22.36842105263158,4.473684210526316,0.15789473684210525,1.2105263157894737,1.2105263157894737,off
2024,5,IND,14,4,3,2,2,497.0,76,6,58.142857142857146,37,,7,0.5,0.2857142857142857,0.21428571428571427,0.14285714285714285,0.14285714285714285,35.5,5.428571428571429,0.42857142857142855,2.642857142857143,2.642857142857143,def
2024,5,IND,16,4,2,4,1,447.0,93,8,65.9375,34,,6,0.375,0.25,0.125,0.0625,0.25,27.9375,5.8125,0.5,2.125,2.125,off
2024,5,JAX,16,4,2,4,1,447.0,93,8,65.9375,34,,6,0.375,0.25,0.125,0.0625,0.25,27.9375,5.8125,0.5,2.125,2.125,def
2024,5,JAX,14,4,3,2,2,497.0,76,6,58.142857142857146,37,,7,0.5,0.2857142857142857,0.21428571428571427,0.14285714285714285,0.14285714285714285,35.5,5.428571428571429,0.42857142857142855,2.642857142857143,2.642857142857143,off
2024,5,KC,12,2,0,4,1,220.0,69,2,65.08333333333333,14,,2,0.16666666666666666,0.16666666666666666,0.0,0.08333333333333333,0.3333333333333333,18.333333333333332,5.75,0.16666666666666666,1.1666666666666667,1.1666666666666667,def
2024,5,KC,13,2,4,1,1,460.0,98,9,56.46153846153846,26,,6,0.46153846153846156,0.15384615384615385,0.3076923076923077,0.07692307692307693,0.07692307692307693,35.38461538461539,7.538461538461538,0.6923076923076923,2.0,2.0,off
2024,5,LA,16,4,1,5,1,328.0,78,4,68.125,31,,5,0.3125,0.25,0.0625,0.0625,0.3125,20.5,4.875,0.25,1.9375,1.9375,def
2024,5,LA,12,2,0,3,2,370.0,91,4,61.333333333333336,14,,2,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.25,30.833333333333332,7.583333333333333,0.3333333333333333,1.1666666666666667,1.1666666666666667,off
2024,5,LV,18,3,2,6,0,289.0,86,5,56.333333333333336,27,,5,0.2777777777777778,0.16666666666666666,0.1111111111111111,0.0,0.3333333333333333,16.055555555555557,4.777777777777778,0.2777777777777778,1.5,1.5,def
2024,5,LV,13,3,1,5,3,332.0,85,3,76.76923076923077,24,,4,0.3076923076923077,0.23076923076923078,0.07692307692307693,0.23076923076923078,0.38461538461538464,25.53846153846154,6.538461538461538,0.23076923076923078,1.8461538461538463,1.8461538461538463,off
2024,5,MIA,13,1,1,6,0,299.0,81,6,56.76923076923077,10,,2,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0,0.46153846153846156,23.0,6.230769230769231,0.46153846153846156,0.7692307692307693,0.7692307692307693,def
2024,5,MIA,13,1,3,3,1,372.0,91,3,74.84615384615384,16,,4,0.3076923076923077,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.23076923076923078,28.615384615384617,7.0,0.23076923076923078,1.2307692307692308,1.2307692307692308,off
2024,5,MIN,14,3,1,6,3,254.0,90,3,62.92857142857143,24,,4,0.2857142857142857,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.42857142857142855,18.142857142857142,6.428571428571429,0.21428571428571427,1.7142857142857142,1.7142857142857142,def
2024,5,MIN,17,1,3,4,2,253.0,93,2,69.88235294117646,16,,4,0.23529411764705882,0.058823529411764705,0.17647058823529413,0.11764705882352941,0.23529411764705882,14.882352941176471,5.470588235294118,0.11764705882352941,0.9411764705882353,0.9411764705882353,off
2024,5,NE,13,1,3,3,1,372.0,91,3,74.84615384615384,16,,4,0.3076923076923077,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.23076923076923078,28.615384615384617,7.0,0.23076923076923078,1.2307692307692308,1.2307692307692308,def
2024,5,NE,13,1,1,6,0,299.0,81,6,56.76923076923077,10,,2,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0,0.46153846153846156,23.0,6.230769230769231,0.46153846153846156,0.7692307692307693,0.7692307692307693,off
2024,5,NO,13,2,4,1,1,460.0,98,9,56.46153846153846,26,,6,0.46153846153846156,0.15384615384615385,0.3076923076923077,0.07692307692307693,0.07692307692307693,35.38461538461539,7.538461538461538,0.6923076923076923,2.0,2.0,def
2024,5,NO,12,2,0,4,1,220.0,69,2,65.08333333333333,14,,2,0.16666666666666666,0.16666666666666666,0.0,0.08333333333333333,0.3333333333333333,18.333333333333332,5.75,0.16666666666666666,1.1666666666666667,1.1666666666666667,off
2024,5,NYG,14,2,2,4,1,333.0,80,2,66.71428571428571,20,,4,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.2857142857142857,23.785714285714285,5.714285714285714,0.14285714285714285,1.4285714285714286,1.4285714285714286,def
2024,5,NYG,14,3,3,4,1,420.0,87,7,63.785714285714285,30,,6,0.42857142857142855,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.2857142857142857,30.0,6.214285714285714,0.5,2.142857142857143,2.142857142857143,off
2024,5,NYJ,17,1,3,4,2,253.0,93,2,69.88235294117646,16,,4,0.23529411764705882,0.058823529411764705,0.17647058823529413,0.11764705882352941,0.23529411764705882,14.882352941176471,5.470588235294118,0.11764705882352941,0.9411764705882353,0.9411764705882353,def
2024,5,NYJ,14,3,1,6,3,254.0,90,3,62.92857142857143,24,,4,0.2857142857142857,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.42857142857142855,18.142857142857142,6.428571428571429,0.21428571428571427,1.7142857142857142,1.7142857142857142,off
2024,5,PIT,13,2,2,1,3,445.0,93,9,57.46153846153846,20,,4,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.07692307692307693,34.23076923076923,7.153846153846154,0.6923076923076923,1.5384615384615385,1.5384615384615385,def
2024,5,PIT,12,2,1,5,1,226.0,78,2,73.91666666666667,17,,3,0.25,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.4166666666666667,18.833333333333332,6.5,0.16666666666666666,1.4166666666666667,1.4166666666666667,off
2024,5,SEA,14,3,3,4,1,420.0,87,7,63.785714285714285,30,,6,0.42857142857142855,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.2857142857142857,30.0,6.214285714285714,0.5,2.142857142857143,2.142857142857143,def
2024,5,SEA,14,2,2,4,1,333.0,80,2,66.71428571428571,20,,4,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.2857142857142857,23.785714285714285,5.714285714285714,0.14285714285714285,1.4285714285714286,1.4285714285714286,off
2024,5,SF,13,3,3,2,1,360.0,75,5,56.69230769230769,30,,6,0.46153846153846156,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.15384615384615385,27.692307692307693,5.769230769230769,0.38461538461538464,2.3076923076923075,2.3076923076923075,def
2024,5,SF,12,1,3,1,3,384.0,77,8,57.083333333333336,16,,4,0.3333333333333333,0.08333333333333333,0.25,0.25,0.08333333333333333,32.0,6.416666666666667,0.6666666666666666,1.3333333333333333,1.3333333333333333,off
2024,5,TB,13,4,3,1,1,550.0,110,5,66.38461538461539,37,,7,0.5384615384615384,0.3076923076923077,0.23076923076923078,0.07692307692307693,0.07692307692307693,42.30769230769231,8.461538461538462,0.38461538461538464,2.8461538461538463,2.8461538461538463,def
2024,5,TB,13,3,3,2,1,333.0,67,4,58.38461538461539,30,,6,0.46153846153846156,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.15384615384615385,25.615384615384617,5.153846153846154,0.3076923076923077,2.3076923076923075,2.3076923076923075,off
2024,5,WAS,18,1,2,7,1,212.0,87,4,60.05555555555556,13,,3,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.3888888888888889,11.777777777777779,4.833333333333333,0.2222222222222222,0.7222222222222222,0.7222222222222222,def
2024,5,WAS,14,4,2,4,2,434.0,82,8,62.42857142857143,34,,6,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,31.0,5.857142857142857,0.5714285714285714,2.4285714285714284,2.4285714285714284,off
2024,6,ARI,14,4,2,1,1,437.0,92,6,58.92857142857143,34,,6,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.07142857142857142,0.07142857142857142,31.214285714285715,6.571428571428571,0.42857142857142855,2.4285714285714284,2.4285714285714284,def
2024,6,ARI,13,1,2,4,3,303.0,75,4,60.38461538461539,13,,3,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.3076923076923077,23.307692307692307,5.769230769230769,0.3076923076923077,1.0,1.0,off
2024,6,ATL,12,2,2,3,3,335.0,86,4,63.333333333333336,20,,4,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.25,0.25,27.916666666666668,7.166666666666667,0.3333333333333333,1.6666666666666667,1.6666666666666667,def
2024,6,ATL,16,4,3,1,1,425.0,83,12,46.4375,37,,7,0.4375,0.25,0.1875,0.0625,0.0625,26.5625,5.1875,0.75,2.3125,2.3125,off
2024,6,BAL,12,2,3,3,0,305.0,78,4,55.833333333333336,23,,5,0.4166666666666667,0.16666666666666666,0.25,0.0,0.25,25.416666666666668,6.5,0.3333333333333333,1.9166666666666667,1.9166666666666667,def
2024,6,BAL,14,3,3,1,1,484.0,84,5,60.5,30,,6,0.42857142857142855,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.07142857142857142,34.57142857142857,6.0,0.35714285714285715,2.142857142857143,2.142857142857143,off
2024,6,BUF,10,2,2,2,1,393.0,79,5,64.0,20,,4,0.4,0.2,0.2,0.1,0.2,39.3,7.9,0.5,2.0,2.0,def
2024,6,BUF,16,3,1,3,0,359.0,87,6,64.625,24,,4,0.25,0.1875,0.0625,0.0,0.1875,22.4375,5.4375,0.375,1.5,1.5,off
2024,6,CAR,16,4,3,1,1,425.0,83,12,46.4375,37,,7,0.4375,0.25,0.1875,0.0625,0.0625,26.5625,5.1875,0.75,2.3125,2.3125,def
2024,6,CAR,12,2,2,3,3,335.0,86,4,63.333333333333336,20,,4,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.25,0.25,27.916666666666668,7.166666666666667,0.3333333333333333,1.6666666666666667,1.6666666666666667,off
2024,6,CHI,10,2,1,4,3,278.0,78,3,69.7,17,,3,0.3,0.2,0.1,0.3,0.4,27.8,7.8,0.3,1.7,1.7,def
2024,6,CHI,14,5,0,2,1,373.0,80,6,58.142857142857146,35,,5,0.35714285714285715,0.35714285714285715,0.0,0.07142857142857142,0.14285714285714285,26.642857142857142,5.714285714285714,0.42857142857142855,2.5,2.5,off
2024,6,CIN,13,1,0,4,1,309.0,91,2,74.61538461538461,7,,1,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.3076923076923077,23.76923076923077,7.0,0.15384615384615385,0.5384615384615384,0.5384615384615384,def
2024,6,CIN,14,2,1,6,1,304.0,66,3,58.5,17,,3,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.42857142857142855,21.714285714285715,4.714285714285714,0.21428571428571427,1.2142857142857142,1.2142857142857142,off
2024,6,CLE,14,3,2,3,0,372.0,80,4,63.57142857142857,27,,5,0.35714285714285715,0.21428571428571427,0.14285714285714285,0.0,0.21428571428571427,26.571428571428573,5.714285714285714,0.2857142857142857,1.9285714285714286,1.9285714285714286,def
2024,6,CLE,9,0,3,4,0,244.0,76,3,67.66666666666667,9,,3,0.3333333333333333,0.0,0.3333333333333333,0.0,0.4444444444444444,27.11111111111111,8.444444444444445,0.3333333333333333,1.0,1.0,off
2024,6,DAL,15,5,4,0,0,492.0,86,9,54.266666666666666,47,,9,0.6,0.3333333333333333,0.26666666666666666,0.0,0.0,32.8,5.733333333333333,0.6,3.1333333333333333,3.1333333333333333,def
2024,6,DAL,12,0,3,2,6,251.0,85,3,62.5,9,,3,0.25,0.0,0.25,0.5,0.16666666666666666,20.916666666666668,7.083333333333333,0.25,0.75,0.75,off
2024,6,DEN,16,2,3,4,1,350.0,96,5,55.75,23,,5,0.3125,0.125,0.1875,0.0625,0.25,21.875,6.0,0.3125,1.4375,1.4375,def
2024,6,DEN,11,2,1,5,2,316.0,71,2,68.63636363636364,17,,3,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.45454545454545453,28.727272727272727,6.454545454545454,0.18181818181818182,1.5454545454545454,1.5454545454545454,off
2024,6,DET,12,0,3,2,6,251.0,85,3,62.5,9,,3,0.25,0.0,0.25,0.5,0.16666666666666666,20.916666666666668,7.083333333333333,0.25,0.75,0.75,def
2024,6,DET,15,5,4,0,0,492.0,86,9,54.266666666666666,47,,9,0.6,0.3333333333333333,0.26666666666666666,0.0,0.0,32.8,5.733333333333333,0.6,3.1333333333333333,3.1333333333333333,off
2024,6,GB,13,1,2,4,3,303.0,75,4,60.38461538461539,13,,3,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.3076923076923077,23.307692307692307,5.769230769230769,0.3076923076923077,1.0,1.0,def
2024,6,GB,14,4,2,1,1,437.0,92,6,58.92857142857143,34,,6,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.07142857142857142,0.07142857142857142,31.214285714285715,6.571428571428571,0.42857142857142855,2.4285714285714284,2.4285714285714284,off
2024,6,HOU,14,3,0,6,4,291.0,87,4,73.28571428571429,21,,3,0.21428571428571427,0.21428571428571427,0.0,0.2857142857142857,0.42857142857142855,20.785714285714285,6.214285714285714,0.2857142857142857,1.5,1.5,def
2024,6,HOU,14,5,2,4,1,368.0,84,5,58.92857142857143,41,,7,0.5,0.35714285714285715,0.14285714285714285,0.07142857142857142,0.2857142857142857,26.285714285714285,6.0,0.35714285714285715,2.9285714285714284,2.9285714285714284,off
2024,6,IND,13,2,1,5,1,241.0,77,3,68.15384615384616,17,,3,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.38461538461538464,18.53846153846154,5.923076923076923,0.23076923076923078,1.3076923076923077,1.3076923076923077,def
2024,6,IND,13,2,2,5,2,269.0,84,4,70.0,20,,4,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.38461538461538464,20.692307692307693,6.461538461538462,0.3076923076923077,1.5384615384615385,1.5384615384615385,off
2024,6,JAX,14,5,0,2,1,373.0,80,6,58.142857142857146,35,,5,0.35714285714285715,0.35714285714285715,0.0,0.07142857142857142,0.14285714285714285,26.642857142857142,5.714285714285714,0.42857142857142855,2.5,2.5,def
2024,6,JAX,10,2,1,4,3,278.0,78,3,69.7,17,,3,0.3,0.2,0.1,0.3,0.4,27.8,7.8,0.3,1.7,1.7,off
2024,6,LAC,11,2,1,5,2,316.0,71,2,68.63636363636364,17,,3,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.45454545454545453,28.727272727272727,6.454545454545454,0.18181818181818182,1.5454545454545454,1.5454545454545454,def
2024,6,LAC,16,2,3,4,1,350.0,96,5,55.75,23,,5,0.3125,0.125,0.1875,0.0625,0.25,21.875,6.0,0.3125,1.4375,1.4375,off
2024,6,LV,14,3,4,3,1,293.0,84,8,43.142857142857146,33,,7,0.5,0.21428571428571427,0.2857142857142857,0.07142857142857142,0.21428571428571427,20.928571428571427,6.0,0.5714285714285714,2.357142857142857,2.357142857142857,def
2024,6,LV,12,2,0,4,3,275.0,77,3,71.5,14,,2,0.16666666666666666,0.16666666666666666,0.0,0.25,0.3333333333333333,22.916666666666668,6.416666666666667,0.25,1.1666666666666667,1.1666666666666667,off
2024,6,NE,14,5,2,4,1,368.0,84,5,58.92857142857143,41,,7,0.5,0.35714285714285715,0.14285714285714285,0.07142857142857142,0.2857142857142857,26.285714285714285,6.0,0.35714285714285715,2.9285714285714284,2.9285714285714284,def
2024,6,NE,14,3,0,6,4,291.0,87,4,73.28571428571429,21,,3,0.21428571428571427,0.21428571428571427,0.0,0.2857142857142857,0.42857142857142855,20.785714285714285,6.214285714285714,0.2857142857142857,1.5,1.5,off
2024,6,NO,20,7,1,3,3,594.0,97,11,59.45,52,,8,0.4,0.35,0.05,0.15,0.15,29.7,4.85,0.55,2.6,2.6,def
2024,6,NO,16,3,2,6,4,303.0,93,5,58.375,27,,5,0.3125,0.1875,0.125,0.25,0.375,18.9375,5.8125,0.3125,1.6875,1.6875,off
2024,6,NYG,14,2,1,6,1,304.0,66,3,58.5,17,,3,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.42857142857142855,21.714285714285715,4.714285714285714,0.21428571428571427,1.2142857142857142,1.2142857142857142,def
2024,6,NYG,13,1,0,4,1,309.0,91,2,74.61538461538461,7,,1,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.3076923076923077,23.76923076923077,7.0,0.15384615384615385,0.5384615384615384,0.5384615384615384,off
2024,6,NYJ,16,3,1,3,0,359.0,87,6,64.625,24,,4,0.25,0.1875,0.0625,0.0,0.1875,22.4375,5.4375,0.375,1.5,1.5,def
2024,6,NYJ,10,2,2,2,1,393.0,79,5,64.0,20,,4,0.4,0.2,0.2,0.1,0.2,39.3,7.9,0.5,2.0,2.0,off
2024,6,PHI,9,0,3,4,0,244.0,76,3,67.66666666666667,9,,3,0.3333333333333333,0.0,0.3333333333333333,0.0,0.4444444444444444,27.11111111111111,8.444444444444445,0.3333333333333333,1.0,1.0,def
2024,6,PHI,14,3,2,3,0,372.0,80,4,63.57142857142857,27,,5,0.35714285714285715,0.21428571428571427,0.14285714285714285,0.0,0.21428571428571427,26.571428571428573,5.714285714285714,0.2857142857142857,1.9285714285714286,1.9285714285714286,off
2024,6,PIT,12,2,0,4,3,275.0,77,3,71.5,14,,2,0.16666666666666666,0.16666666666666666,0.0,0.25,0.3333333333333333,22.916666666666668,6.416666666666667,0.25,1.1666666666666667,1.1666666666666667,def
2024,6,PIT,14,3,4,3,1,293.0,84,8,43.142857142857146,33,,7,0.5,0.21428571428571427,0.2857142857142857,0.07142857142857142,0.21428571428571427,20.928571428571427,6.0,0.5714285714285714,2.357142857142857,2.357142857142857,off
2024,6,SEA,15,4,3,4,0,483.0,83,8,59.4,37,,7,0.4666666666666667,0.26666666666666666,0.2,0.0,0.26666666666666666,32.2,5.533333333333333,0.5333333333333333,2.466666666666667,2.466666666666667,def
2024,6,SEA,16,3,1,4,3,358.0,97,4,57.125,24,,4,0.25,0.1875,0.0625,0.1875,0.25,22.375,6.0625,0.25,1.5,1.5,off
2024,6,SF,16,3,1,4,3,358.0,97,4,57.125,24,,4,0.25,0.1875,0.0625,0.1875,0.25,22.375,6.0625,0.25,1.5,1.5,def
2024,6,SF,15,4,3,4,0,483.0,83,8,59.4,37,,7,0.4666666666666667,0.26666666666666666,0.2,0.0,0.26666666666666666,32.2,5.533333333333333,0.5333333333333333,2.466666666666667,2.466666666666667,off
2024,6,TB,16,3,2,6,4,303.0,93,5,58.375,27,,5,0.3125,0.1875,0.125,0.25,0.375,18.9375,5.8125,0.3125,1.6875,1.6875,def
2024,6,TB,20,7,1,3,3,594.0,97,11,59.45,52,,8,0.4,0.35,0.05,0.15,0.15,29.7,4.85,0.55,2.6,2.6,off
2024,6,TEN,13,2,2,5,2,269.0,84,4,70.0,20,,4,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.38461538461538464,20.692307692307693,6.461538461538462,0.3076923076923077,1.5384615384615385,1.5384615384615385,def
2024,6,TEN,13,2,1,5,1,241.0,77,3,68.15384615384616,17,,3,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.38461538461538464,18.53846153846154,5.923076923076923,0.23076923076923078,1.3076923076923077,1.3076923076923077,off
2024,6,WAS,14,3,3,1,1,484.0,84,5,60.5,30,,6,0.42857142857142855,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.07142857142857142,34.57142857142857,6.0,0.35714285714285715,2.142857142857143,2.142857142857143,def
2024,6,WAS,12,2,3,3,0,305.0,78,4,55.833333333333336,23,,5,0.4166666666666667,0.16666666666666666,0.25,0.0,0.25,25.416666666666668,6.5,0.3333333333333333,1.9166666666666667,1.9166666666666667,off
2024,7,ARI,11,0,5,2,1,395.0,78,2,64.63636363636364,15,,5,0.45454545454545453,0.0,0.45454545454545453,0.09090909090909091,0.18181818181818182,35.90909090909091,7.090909090909091,0.18181818181818182,1.3636363636363635,1.3636363636363635,def
2024,7,ARI,14,2,1,4,1,326.0,74,6,57.15384615384615,17,,3,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.2857142857142857,23.285714285714285,5.285714285714286,0.42857142857142855,1.2142857142857142,1.2142857142857142,off
2024,7,ATL,11,3,2,4,0,339.0,77,5,58.81818181818182,27,,5,0.45454545454545453,0.2727272727272727,0.18181818181818182,0.0,0.36363636363636365,30.818181818181817,7.0,0.45454545454545453,2.4545454545454546,2.4545454545454546,def
2024,7,ATL,12,3,0,3,3,369.0,93,2,76.0,21,,3,0.25,0.25,0.0,0.25,0.25,30.75,7.75,0.16666666666666666,1.75,1.75,off
2024,7,BAL,13,4,1,2,2,483.0,100,6,64.61538461538461,31,,5,0.38461538461538464,0.3076923076923077,0.07692307692307693,0.15384615384615385,0.15384615384615385,37.15384615384615,7.6923076923076925,0.46153846153846156,2.3846153846153846,2.3846153846153846,def
2024,7,BAL,16,5,2,2,1,508.0,76,8,53.5,41,,7,0.4375,0.3125,0.125,0.0625,0.125,31.75,4.75,0.5,2.5625,2.5625,off
2024,7,BUF,15,1,1,5,2,289.0,92,3,70.8,10,,2,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.3333333333333333,19.266666666666666,6.133333333333334,0.2,0.6666666666666666,0.6666666666666666,def
2024,7,BUF,11,4,2,5,0,389.0,71,6,65.63636363636364,34,,6,0.5454545454545454,0.36363636363636365,0.18181818181818182,0.0,0.45454545454545453,35.36363636363637,6.454545454545454,0.5454545454545454,3.090909090909091,3.090909090909091,off
2024,7,CAR,11,3,4,1,0,421.0,85,7,58.90909090909091,33,,7,0.6363636363636364,0.2727272727272727,0.36363636363636365,0.0,0.09090909090909091,38.27272727272727,7.7272727272727275,0.6363636363636364,3.0,3.0,def
2024,7,CAR,10,2,0,5,2,180.0,62,1,74.8,14,,2,0.2,0.2,0.0,0.2,0.5,18.0,6.2,0.1,1.4,1.4,off
2024,7,CIN,18,2,0,7,2,338.0,98,4,62.111111111111114,14,,2,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.3888888888888889,18.77777777777778,5.444444444444445,0.2222222222222222,0.7777777777777778,0.7777777777777778,def
2024,7,CIN,20,3,0,8,0,223.0,74,3,57.85,21,,3,0.15,0.15,0.0,0.0,0.4,11.15,3.7,0.15,1.05,1.05,off
2024,7,CLE,20,3,0,8,0,223.0,74,3,57.85,21,,3,0.15,0.15,0.0,0.0,0.4,11.15,3.7,0.15,1.05,1.05,def
