game_id,week,team,side,plays,penalties,penalty_yds,pen_per_100_plays,presnap_pen_rate,rz_pen_rate,third_fourth_pen,auto_fd_allowed,dpi_yds
2024_01_ARI_BUF,1,ARI,def,81,12.0,111.0,14.814814814814815,0.04938271604938271,0.012345679012345678,3.0,4.0,6.0
2024_01_ARI_BUF,1,ARI,off,76,2.0,67.0,2.6315789473684212,0.0,0.0,1.0,1.0,0.0
2024_01_PIT_ATL,1,ATL,def,84,6.0,105.0,7.142857142857143,0.03571428571428571,0.0,3.0,1.0,0.0
2024_01_PIT_ATL,1,ATL,off,70,8.0,163.0,11.428571428571429,0.04285714285714286,0.014285714285714285,4.0,1.0,0.0
2024_01_BAL_KC,1,BAL,def,70,7.0,117.0,10.0,0.02857142857142857,0.02857142857142857,2.0,2.0,0.0
2024_01_BAL_KC,1,BAL,off,96,6.0,54.0,6.25,0.03125,0.0,0.0,1.0,5.0
2024_01_ARI_BUF,1,BUF,def,76,2.0,67.0,2.6315789473684212,0.0,0.0,1.0,1.0,0.0
2024_01_ARI_BUF,1,BUF,off,81,12.0,111.0,14.814814814814815,0.04938271604938271,0.012345679012345678,3.0,4.0,6.0
2024_01_CAR_NO,1,CAR,def,81,9.0,176.0,11.11111111111111,0.024691358024691357,0.024691358024691357,2.0,2.0,31.0
2024_01_CAR_NO,1,CAR,off,79,7.0,108.0,8.860759493670885,0.02531645569620253,0.0,3.0,2.0,5.0
2024_01_TEN_CHI,1,CHI,def,83,7.0,79.0,8.433734939759036,0.060240963855421686,0.03614457831325301,2.0,1.0,0.0
2024_01_TEN_CHI,1,CHI,off,76,8.0,148.0,10.526315789473685,0.039473684210526314,0.0,5.0,0.0,0.0
2024_01_NE_CIN,1,CIN,def,82,3.0,15.0,3.658536585365854,0.036585365853658534,0.0,1.0,0.0,0.0
2024_01_NE_CIN,1,CIN,off,61,4.0,159.0,6.557377049180328,0.03278688524590164,0.0,2.0,1.0,20.0
2024_01_DAL_CLE,1,CLE,def,85,9.0,140.0,10.588235294117647,0.058823529411764705,0.011764705882352941,3.0,0.0,0.0
