season,team,plays_allowed,avg_epa_allowed,median_epa_allowed,success_rate_allowed,explosive_allowed,explosive_rate_allowed,yards_allowed,early_down_epa_allowed,late_down_epa_allowed,third_down_sr_allowed,fourth_down_sr_allowed,red_zone_epa_allowed,pass_epa_per_play_allowed,rush_epa_per_play_allowed,turnover_epa_forced,avg_start_yardline_100_faced
2025,ARI,513.0,0.0086457384750247,0.0,0.48235294222831726,0.0,0.0,2088.0,0.04813554137945175,-0.11967948824167252,0.43529412150382996,0.5319148898124695,0.05163644626736641,,,-24.591279983520508,46.10317611694336
2025,ATL,358.0,-0.02047835849225521,0.0,0.4747191071510315,0.0,0.0,1269.0,-0.05968840792775154,-0.0009984769858419895,0.3499999940395355,0.6216216087341309,0.10917796939611435,,,-31.3186092376709,48.19827651977539
2025,BAL,524.0,0.12053286284208298,0.030027884989976883,0.5125240683555603,0.0,0.0,2285.0,0.09229302406311035,0.15608415007591248,0.47777777910232544,0.5744680762290955,0.10969125479459763,,,-26.081907272338867,42.97855758666992
2025,BUF,456.0,0.057495150715112686,0.0,0.49339208006858826,0.0,0.0,1941.0,0.014014062471687794,0.10766927152872086,0.44999998807907104,0.6341463327407837,-0.05035555735230446,,,-32.61498260498047,46.7082405090332
2025,CAR,444.0,0.04029412567615509,-0.10441230237483978,0.43310657143592834,0.0,0.0,1850.0,-0.008739743381738663,0.23237040638923645,0.4054054021835327,0.6666666865348816,0.1192777082324028,,,-17.673381805419922,47.46046447753906
2025,CHI,383.0,0.025499623268842697,0.030269023030996323,0.5078533887863159,0.0,0.0,1851.0,0.14564016461372375,-0.3964051902294159,0.3333333432674408,0.48275861144065857,0.12918835878372192,,,-63.74419021606445,45.48806381225586
2025,CIN,510.0,0.09752200543880463,0.01030183956027031,0.5059523582458496,0.0,0.0,2365.0,0.11992884427309036,-0.0360112339258194,0.4810126721858978,0.4285714328289032,0.13285477459430695,,,-31.85637855529785,44.49193572998047
2025,CLE,463.0,0.0017121190903708339,-0.058355167508125305,0.43478259444236755,0.0,0.0,1574.0,-0.047380901873111725,0.07443582266569138,0.450549453496933,0.5,0.2781820595264435,,,-15.893085479736328,50.63495635986328
2025,DAL,527.0,0.16279654204845428,0.0483798012137413,0.517175555229187,0.0,0.0,2474.0,0.06701494753360748,0.45236632227897644,0.5632184147834778,0.5384615659713745,0.12041623145341873,,,-20.245563507080078,45.489402770996094
2025,DEN,493.0,-0.06423681974411011,-0.12455833703279495,0.41428571939468384,0.0,0.0,1525.0,-0.032161030918359756,-0.19151826202869415,0.27906978130340576,0.5573770403862,-0.1748339980840683,,,-9.161587715148926,53.18012237548828
2025,DET,463.0,-0.0111542372033,-0.14178985357284546,0.4630434811115265,0.0,0.0,1849.0,-0.10303568840026855,0.13800576329231262,0.4615384638309479,0.5263158082962036,0.107376828789711,,,-49.63566207885742,48.152503967285156
2025,GB,420.0,0.025325076654553413,-0.033518873155117035,0.46889951825141907,0.0,0.0,1405.0,0.03966837376356125,-0.05992480739951134,0.39240506291389465,0.5744680762290955,0.18335244059562683,,,-4.1236572265625,47.98557662963867
2025,HOU,388.0,-0.14772608876228333,-0.1598614603281021,0.4207792282104492,0.0,0.0,1329.0,-0.11050047725439072,-0.29519593715667725,0.43939393758773804,0.28205129504203796,-0.018837200477719307,,,-33.18975830078125,54.939632415771484
2025,IND,482.0,-0.023216085508465767,0.007295399904251099,0.5093945860862732,0.0,0.0,1977.0,-0.07584970444440842,-0.01780923269689083,0.5443037748336792,0.5277777910232544,0.025375409051775932,,,-48.207664489746094,43.82526397705078
2025,JAX,472.0,-0.030928609892725945,-0.025366196408867836,0.4680851101875305,0.0,0.0,2089.0,-0.07336172461509705,-0.0197013970464468,0.4375,0.625,-0.13556061685085297,,,-61.1762580871582,48.2931022644043
2025,KC,451.0,0.052711110562086105,0.009231485426425934,0.5077950954437256,0.0,0.0,1867.0,0.04649491608142853,0.02025911957025528,0.47999998927116394,0.523809552192688,0.046660177409648895,,,-23.295869827270508,46.503387451171875
2025,LA,521.0,-0.06042855232954025,-0.12356619536876678,0.4384615421295166,0.0,0.0,1841.0,-0.1801794320344925,0.207700714468956,0.42105263471603394,0.7307692170143127,-0.04317034035921097,,,-43.008235931396484,49.94163513183594
2025,LAC,474.0,-0.0016027111560106277,-0.09507719427347183,0.4482029676437378,0.0,0.0,1812.0,-0.08938505500555038,0.13045722246170044,0.44086021184921265,0.6666666865348816,-0.11938819289207458,,,-30.11005973815918,47.351932525634766
2025,LV,476.0,0.003671858925372362,-0.04805542156100273,0.4683544337749481,0.0,0.0,1868.0,-0.03757483512163162,0.04001740738749504,0.4337349534034729,0.5909090638160706,-0.1454600840806961,,,-40.9064826965332,45.36324691772461
2025,MIA,493.0,0.16155339777469635,0.036690376698970795,0.5122448801994324,0.0,0.0,2323.0,0.0941331759095192,0.3514372408390045,0.4736842215061188,0.707317054271698,0.07261747121810913,,,-29.006574630737305,44.037113189697266
2025,MIN,408.0,-0.09557875990867615,-0.08914117515087128,0.43316832184791565,0.0,0.0,1449.0,-0.13535547256469727,-0.11084918677806854,0.3188405930995941,0.47826087474823,0.0032302848994731903,,,-32.07942581176758,47.414573669433594
2025,NE,468.0,0.002627413719892502,0.0,0.4838709533214569,0.0,0.0,1935.0,0.028464818373322487,-0.13766765594482422,0.4305555522441864,0.4864864945411682,0.17520491778850555,,,-28.54229736328125,47.620086669921875
