season,team,clutch_off_success_rate,clutch_off_3rd4th_conv,clutch_off_rz_td_pct,clutch_ppd,clutch_index_raw,clutch_index_0_100
2024,ARI,0.4864864864864865,1.348314606741573,0.11267605633802817,3.8823529411764706,0.07222643771974707,49.45449384823154
2024,ATL,0.44768856447688565,0.9732142857142857,0.1016949152542373,3.176470588235294,-1.030211149257311,21.061125480570624
2024,BAL,0.47560975609756095,1.4895833333333333,0.1791044776119403,6.0,1.4919449216666818,86.01945713437657
2024,BUF,0.4095744680851064,0.9807692307692307,0.1518987341772152,5.294117647058823,-0.20199456873381863,42.39190985947569
2024,CAR,0.4339622641509434,1.0388349514563107,0.17307692307692307,3.8823529411764706,0.2827673554957251,54.87699205175403
2024,CHI,0.4168618266978923,0.8846153846153846,0.15492957746478872,4.9411764705882355,-0.3903273510406135,37.54138396403141
2024,CIN,0.44552058111380144,1.4835164835164836,0.14084507042253522,7.0588235294117645,0.8600131046097468,69.74400256270995
2024,CLE,0.4050925925925926,0.9393939393939394,0.14925373134328357,4.235294117647059,-0.3467186496384247,38.66452956209006
2024,DAL,0.39563106796116504,1.0833333333333333,0.14814814814814814,4.588235294117647,-0.009454398489505217,47.35079736829999
2024,DEN,0.43902439024390244,1.0095238095238095,0.12857142857142856,4.235294117647059,-0.5072306127468268,34.53053109379573
2024,DET,0.45012787723785164,1.1428571428571428,0.1774193548387097,4.588235294117647,0.6094112957688265,63.28973290057581
2024,GB,0.4155495978552279,1.0909090909090908,0.1411764705882353,4.9411764705882355,-0.10318947681456256,44.93664291702376
2024,HOU,0.4005167958656331,0.8461538461538461,0.07042253521126761,2.4705882352941178,-1.8479576051609534,0.0
2024,IND,0.45498783454987834,1.2072072072072073,0.1728395061728395,6.0,0.6943064087380266,65.47621333595201
2024,JAX,0.43041237113402064,1.23,0.13333333333333333,4.235294117647059,0.11346502684001489,50.516597014602226
2024,KC,0.45308310991957107,1.0816326530612246,0.14666666666666667,4.235294117647059,-0.037540044274306086,46.62744931120214
2024,LA,0.46649484536082475,1.036697247706422,0.10416666666666667,4.235294117647059,-0.8337421567843295,26.121200120627915
2024,LAC,0.40524781341107874,0.9894736842105263,0.18181818181818182,4.235294117647059,0.3019552436169147,55.37117764743595
2024,LV,0.47344110854503463,1.3518518518518519,0.12643678160919541,4.9411764705882355,0.3028559562115277,55.394375572465314
2024,MIA,0.4543147208121827,1.28125,0.17391304347826086,5.294117647058823,0.8942787009045692,70.62651574026246
2024,MIN,0.4035532994923858,0.9902912621359223,0.1,2.823529411764706,-1.0154148684710955,21.44220487753344
2024,NE,0.4431279620853081,1.1261261261261262,0.10256410256410256,4.235294117647059,-0.6389673961354694,31.137639684331905
2024,NO,0.3975,0.9649122807017544,0.13333333333333333,4.235294117647059,-0.5404957426087637,33.673785009368444
2024,NYG,0.42528735632183906,0.9206349206349206,0.10144927536231885,4.235294117647059,-1.1638834836735823,17.618383799335355
2024,NYJ,0.46236559139784944,1.2604166666666667,0.18181818181818182,4.588235294117647,0.9703607123908775,72.58601404093888
2024,PHI,0.43908629441624364,1.1111111111111112,0.09411764705882353,5.647058823529412,-0.8122150398223212,26.675632742498188
2024,PIT,0.44607843137254904,1.0925925925925926,0.09195402298850575,4.588235294117647,-0.8927897412790478,24.60042485172917
2024,SEA,0.44803695150115475,1.0508474576271187,0.14705882352941177,4.9411764705882355,-0.10716202698414123,44.83432956916961
2024,SF,0.45179063360881544,1.5974025974025974,0.14925373134328357,3.5294117647058822,1.2765623134874593,80.47226080665601
2024,TB,0.5,1.5730337078651686,0.2,6.705882352941177,2.034771533213121,100.0
2024,TEN,0.42021276595744683,1.029126213592233,0.13793103448275862,4.235294117647059,-0.30794074543951117,39.66325759118848
2024,WAS,0.48086124401913877,1.5204081632653061,0.14583333333333334,6.352941176470588,1.0314633364357,74.15971701807754
2024,,0.0,1.1129101570326216,0.134960760260786,0.0,-0.14914728974435726,43.75299576338686
